Entity,Code,Year,Crude birth rate,Crude death rate
Jamaica,JAM,1995,25.5,6.2
Jamaica,JAM,1996,23.4,6.7
Jamaica,JAM,1997,23.3,5.9
Jamaica,JAM,1998,22.1,7
Jamaica,JAM,1999,19,6.7
Jamaica,JAM,2000,18.8,      
Jamaica,JAM,2001,18.5,
Jamaica,JAM,2002,18.6,
Jamaica,JAM,2003,17.9,
Jamaica,JAM,2004,17.9,
Jamaica,JAM,2005,17.8,
Jamaica,JAM,2006,17.37707774,
Jamaica,JAM,2007,17.03769782,
Jamaica,JAM,2008,16.68551499,
Jamaica,JAM,2009,16.32522538,
Japan,JPN,1872,16.3,11.6
Japan,JPN,1873,23.1,18.9
Japan,JPN,1874,23.8,19.8
Japan,JPN,1875,24.6,18.5
Japan,JPN,1876,25.4,17.2
Japan,JPN,1877,24.8,17.3
Japan,JPN,1878,24.2,16.7
Japan,JPN,1879,24,19.8
Japan,JPN,1880,24.1,16.5
Japan,JPN,1881,25.5,18.6
Japan,JPN,1882,24.8,17.9
Japan,JPN,1883,26.8,18
Japan,JPN,1884,25.7,18.6
Japan,JPN,1885,26.7,23.1
Japan,JPN,1886,27.3,24.3
Japan,JPN,1887,27.3,19.5
Japan,JPN,1888,30,19.3
Japan,JPN,1889,30.7,20.5
Japan,JPN,1890,28.7,20.6
Japan,JPN,1891,27,21.2
Japan,JPN,1892,29.8,21.9
Japan,JPN,1893,28.8,22.9
Japan,JPN,1894,29.4,20.4
Japan,JPN,1895,30,20.5
Japan,JPN,1896,30.5,21.7
Japan,JPN,1897,31.5,20.7
Japan,JPN,1898,31.9,20.9
Japan,JPN,1899,32,21.5
Japan,JPN,1900,32.4,20.8
Japan,JPN,1901,33.9,20.9
Japan,JPN,1902,33.6,21.3
Japan,JPN,1903,32.7,20.4
Japan,JPN,1904,31.2,20.7
Japan,JPN,1905,31.2,21.6
Japan,JPN,1906,29.6,20.3
Japan,JPN,1907,34,21.4
Japan,JPN,1908,34.7,21.5
Japan,JPN,1909,34.9,22.5
Japan,JPN,1910,34.8,21.6
Japan,JPN,1911,35.1,20.9
Japan,JPN,1912,34.4,20.5
Japan,JPN,1913,34.3,20
Japan,JPN,1914,34.8,21.2
Japan,JPN,1915,34.1,20.7
Japan,JPN,1916,33.7,22.2
Japan,JPN,1917,33.5,22.2
Japan,JPN,1918,32.7,27.3
Japan,JPN,1919,32.3,23.3
Japan,JPN,1920,36.2,25.4
Japan,JPN,1921,35.1,22.7
Japan,JPN,1922,34.3,22.4
Japan,JPN,1923,35.2,22.9
Japan,JPN,1924,33.9,21.3
Japan,JPN,1925,34.9,20.3
Japan,JPN,1926,34.6,19.1
Japan,JPN,1927,33.4,19.7
Japan,JPN,1928,32.1,19.8
Japan,JPN,1929,32.7,19.9
Japan,JPN,1930,32.4,18.2
Japan,JPN,1931,32.1,19
Japan,JPN,1932,32.9,17.7
Japan,JPN,1933,31.5,17.7
Japan,JPN,1934,29.9,18.1
Japan,JPN,1935,31.6,16.8
Japan,JPN,1936,30,17.5
Japan,JPN,1937,30.9,17.1
Japan,JPN,1938,27.2,17.7
Japan,JPN,1939,26.6,17.8
Japan,JPN,1940,29.4,16.5
Japan,JPN,1941,31.8,16
Japan,JPN,1942,30.9,16.1
Japan,JPN,1943,30.9,16.7
Japan,JPN,1947,34.3,14.6
Japan,JPN,1948,33.5,11.9
Japan,JPN,1949,33,11.6
Japan,JPN,1950,28.1,10.9
Japan,JPN,1951,25.3,9.9
Japan,JPN,1952,23.4,8.9
Japan,JPN,1953,21.5,8.9
Japan,JPN,1954,20,8.2
Japan,JPN,1955,19.4,7.8
Japan,JPN,1956,18.6,8.1
Japan,JPN,1957,17.4,8.3
Japan,JPN,1958,18.2,7.5
Japan,JPN,1959,17.7,7.5
Japan,JPN,1960,17.4,7.6
Japan,JPN,1961,17.1,7.4
Japan,JPN,1962,17.2,7.5
Japan,JPN,1963,17.5,7
Japan,JPN,1964,17.9,6.9
Japan,JPN,1965,18.8,7.2
Japan,JPN,1966,13.9,6.9
Japan,JPN,1967,19.6,6.8
Japan,JPN,1968,18.7,6.9
Japan,JPN,1969,18.7,6.9
Japan,JPN,1970,18.9,7
Japan,JPN,1971,19.1,6.5
Japan,JPN,1972,19,6.4
Japan,JPN,1973,19.2,6.5
Japan,JPN,1974,18.4,6.4
Japan,JPN,1975,17,6.3
Japan,JPN,1976,16.2,6.2
Japan,JPN,1977,15.4,6.1
Japan,JPN,1978,14.9,6.1
Japan,JPN,1979,14.2,6
Japan,JPN,1980,13.5,6.2
Japan,JPN,1981,13,6.1
Japan,JPN,1982,12.8,6
Japan,JPN,1983,12.6,6.2
Japan,JPN,1984,12.4,6.2
Japan,JPN,1985,11.8,6.2
Japan,JPN,1986,11.4,6.2
Japan,JPN,1987,11,6.2
Japan,JPN,1988,10.7,6.5
Japan,JPN,1989,10.1,6.4
Japan,JPN,1990,9.9,6.6
Japan,JPN,1991,9.9,6.7
Japan,JPN,1992,9.7,6.9
Japan,JPN,1993,9.5,7
Japan,JPN,1994,10,7.1
Japan,JPN,1995,9.6,7.4
Japan,JPN,1996,9.7,7.2
Japan,JPN,1997,9.5,7.3
Japan,JPN,1998,9.6,7.5
Japan,JPN,1999,9.3,7.8
Japan,JPN,2000,9.4,7.6
Japan,JPN,2001,9.2,7.6
Japan,JPN,2002,9.1,7.7
Japan,JPN,2003,8.8,8
Japan,JPN,2004,8.8,8.147342574
Japan,JPN,2005,8.4,8.586495116
Japan,JPN,2006,8.660880455000001,8.595694425
Japan,JPN,2007,8.642010356,8.78883805
Japan,JPN,2008,8.661824359,9.068665508
Japan,JPN,2009,8.388615375,8.951731761
Malaya,,1932,36.1,
Malaya,,1933,37.6,
Malaya,,1934,37.1,
Malaya,,1935,37.8,
Malaya,,1936,40.4,
Malaya,,1937,39,
Malaya,,1938,41.2,
Malaya,,1939,42,
Malaya,,1940,40.7,20.7
Malaya,,1946,35,20
Malaya,,1947,43,19.4
Malaya,,1948,40.4,16.3
Malaya,,1949,43.8,14.2
Malaya,,1950,42,15.8
Malaya,,1951,43.6,15.4
Malaya,,1952,45,13.8
Malaya,,1953,44.4,12.6
Malaya,,1954,44.6,12.4
Malaya,,1955,44,11.7
Malaya,,1956,46.7,11.6
Malaya,,1957,46.1,12.4
Malaya,,1958,43.3,11
Malaya,,1959,42.2,9.7
Malaya,,1960,40.9,9.5
Malaya,,1961,41.9,9.2
Malaya,,1962,40.4,9.4
Malaya,,1963,40.5,9
Malaya,,1964,39.1,8.1
Malaya,,1965,37.7,7.9
Malaya,,1966,38.6,7.6
Malaya,,1967,36.6,7.5
Malaya,,1968,36.8,7.6
Malaya,,1969,34.7,7.2
Malaya,,1970,37.7,7.3
Malaya,,1971,32.8,7.1
Malaya,,1972,32,6.9
Malaya,,1973,30.7,6.9
Malaya,,1974,31,6.6
Malaya,,1975,30.4,6.4
Malaya,,1976,30.9,6.2
Malaya,,1977,30,6.3
Malaya,,1978,29.4,5.9
Malaya,,1979,30,5.8
Malaya,,1980,30.2,5.8
Malaya,,1981,30.9,5.2
Malaya,,1982,30.6,5.3
Malaya,,1983,29.8,5.3
Malaya,,1984,30.7,5.3
Malaya,,1985,31.3,5.3
Malaya,,1986,30.2,5
Malaya,,1987,28.7,4.8
Malaya,,1988,29.2,4.9
Malaya,,1989,,4.9
Malaya,,1990,27,
Malaya,,1991,27.9,4.6
Malaya,,1992,28.1,4.6
Malaya,,1993,28,4.5
Malaya,,1999,23.9,5.1
Malaya,,2000,23.2,4.5
Malaya,,2003,21.3,4.7
Malaya,,2004,18.7,4.40562353
Malaya,,2005,18,4.352244858
Malaya,,2006,17.33453853,4.28913473
Malaya,,2007,17.36365838,4.346616064
Malaya,,2008,17.69561256,4.533577986
Malaya,,2009,17.26701084,4.623067401
Martinique,MTQ,1946,,20.5
Martinique,MTQ,1947,,21.3
Martinique,MTQ,1948,35.6,18.9
Martinique,MTQ,1949,36.9,17
Martinique,MTQ,1950,38,13.5
Martinique,MTQ,1951,38.7,14.8
Martinique,MTQ,1952,37.9,13.9
Martinique,MTQ,1953,40.2,10.5
Martinique,MTQ,1954,40,10.5
Martinique,MTQ,1955,39.6,10.8
Martinique,MTQ,1956,40.1,10
Martinique,MTQ,1957,40.7,9.8
Martinique,MTQ,1958,38.7,10.4
Martinique,MTQ,1959,38.2,8.6
Martinique,MTQ,1960,37.4,9.4
Martinique,MTQ,1961,36.6,7.9
Martinique,MTQ,1962,36.2,8.6
Martinique,MTQ,1963,34.7,8.3
Martinique,MTQ,1964,34.4,8
Martinique,MTQ,1965,35,7.8
Martinique,MTQ,1966,32.1,7.7
Martinique,MTQ,1967,30.9,7.4
Martinique,MTQ,1968,30.6,7
Martinique,MTQ,1969,27.4,7.5
Martinique,MTQ,1970,28.5,7.6
Martinique,MTQ,1971,28.2,6.8
Martinique,MTQ,1972,26.4,7
Martinique,MTQ,1973,23.4,7.2
Martinique,MTQ,1974,21.3,7.4
Martinique,MTQ,1975,20.5,6.8
Martinique,MTQ,1976,17.9,
Martinique,MTQ,1977,16.5,6.6
Martinique,MTQ,1978,15.5,6.7
Martinique,MTQ,1979,16.7,6.5
Martinique,MTQ,1980,16.4,6.6
Martinique,MTQ,1981,16.6,6.3
Martinique,MTQ,1982,16.5,6.5
Martinique,MTQ,1983,17.3,6.8
Martinique,MTQ,1984,17.5,6.3
Martinique,MTQ,1985,17.3,6.5
Martinique,MTQ,1986,17.9,6.3
Martinique,MTQ,1987,18.9,6.4
Martinique,MTQ,1988,19,6.2
Martinique,MTQ,1989,18.4,6.1
Martinique,MTQ,1990,17.8,6.1
Martinique,MTQ,1991,17.2,5.9
Martinique,MTQ,1992,16.9,5.8
Martinique,MTQ,1995,14.8,6.2
Martinique,MTQ,1996,      ,      
Martinique,MTQ,1997,      ,      
Martinique,MTQ,1998,15.3,6.7
Martinique,MTQ,1999,15.2,6.8
Martinique,MTQ,2000,15.8,7
Martinique,MTQ,2001,15.3,7.1
Martinique,MTQ,2002,14,6.9
Martinique,MTQ,2003,13.9,7
Martinique,MTQ,2004,13.3,6.7
Martinique,MTQ,2005,12.7,6.6
Martinique,MTQ,2006,13.50155381,6.695463277
Martinique,MTQ,2007,13.36836547,7.11537978
Mauritius,MUS,1875,37.5,24.9
Mauritius,MUS,1876,37.1,27.5
Mauritius,MUS,1877,35.7,29.6
Mauritius,MUS,1878,35,27.2
Mauritius,MUS,1879,36.8,32.3
Mauritius,MUS,1880,37.5,28.4
Mauritius,MUS,1881,36.4,30
Mauritius,MUS,1882,36.1,35
Mauritius,MUS,1883,34.9,35.4
Mauritius,MUS,1884,38.2,30.3
Mauritius,MUS,1885,36.6,33.3
Mauritius,MUS,1886,36.2,28.9
Mauritius,MUS,1887,37.8,34.5
Mauritius,MUS,1888,35.6,30.3
Mauritius,MUS,1889,37.1,34
Mauritius,MUS,1890,35.9,34.5
Mauritius,MUS,1891,37.4,26.9
Mauritius,MUS,1892,40.1,34.9
Mauritius,MUS,1893,35.5,41.2
Mauritius,MUS,1894,37.6,28.7
Mauritius,MUS,1895,37,36.9
Mauritius,MUS,1896,30.7,42.3
Mauritius,MUS,1897,36.1,29.3
Mauritius,MUS,1898,36.2,31.8
Mauritius,MUS,1899,36.6,34.8
Mauritius,MUS,1900,38.6,36.5
Mauritius,MUS,1901,34.8,40.4
Mauritius,MUS,1902,35.9,33.8
Mauritius,MUS,1903,36.3,40.1
Mauritius,MUS,1904,37.2,31.9
Mauritius,MUS,1905,37.2,40.7
Mauritius,MUS,1906,33.6,40
Mauritius,MUS,1907,37.7,34.6
Mauritius,MUS,1908,36,40.3
Mauritius,MUS,1909,34.4,36.9
Mauritius,MUS,1910,34.4,36.9
Mauritius,MUS,1911,39.2,32.8
Mauritius,MUS,1912,35.5,38.8
Mauritius,MUS,1913,40.8,35.5
Mauritius,MUS,1914,40.8,32.5
Mauritius,MUS,1915,34.8,34.8
Mauritius,MUS,1916,35,30.4
Mauritius,MUS,1917,36.9,32.5
Mauritius,MUS,1918,34.8,33.9
Mauritius,MUS,1919,35.2,64.9
Mauritius,MUS,1920,35.1,32.3
Mauritius,MUS,1921,38.1,40.3
Mauritius,MUS,1922,37,34.5
Mauritius,MUS,1923,36.8,28.5
Mauritius,MUS,1924,41.1,28.1
Mauritius,MUS,1925,42.6,24.9
Mauritius,MUS,1926,39.4,25.3
Mauritius,MUS,1927,34.5,25.1
Mauritius,MUS,1928,37.9,28.2
Mauritius,MUS,1929,34,30.7
Mauritius,MUS,1930,31.6,35.4
Mauritius,MUS,1931,29.7,38.4
Mauritius,MUS,1932,25.7,32.2
Mauritius,MUS,1933,33.8,26.6
Mauritius,MUS,1934,33.7,25.1
Mauritius,MUS,1935,32.8,25.8
Mauritius,MUS,1936,34.1,25.8
Mauritius,MUS,1937,34.4,28.1
Mauritius,MUS,1938,32.6,29.2
Mauritius,MUS,1939,35.2,27.4
Mauritius,MUS,1940,29.1,24.9
Mauritius,MUS,1941,32.2,25
Mauritius,MUS,1942,32.5,28.6
Mauritius,MUS,1943,32.6,25.5
Mauritius,MUS,1944,43.4,27
Mauritius,MUS,1945,38.4,36
Mauritius,MUS,1946,38.4,29.3
Mauritius,MUS,1947,43.7,20
Mauritius,MUS,1948,43.1,23.8
Mauritius,MUS,1949,46.1,16.6
Mauritius,MUS,1950,49.7,13.9
Mauritius,MUS,1951,47.5,14.9
Mauritius,MUS,1952,48,14.8
Mauritius,MUS,1953,45.7,15.9
Mauritius,MUS,1954,40.9,15.8
Mauritius,MUS,1955,41.4,12.8
Mauritius,MUS,1956,43.3,11.7
Mauritius,MUS,1957,42.6,12.8
Mauritius,MUS,1958,40.3,11.7
Mauritius,MUS,1959,37.8,10.8
Mauritius,MUS,1960,38.5,11.2
Mauritius,MUS,1961,40.1,9.8
Mauritius,MUS,1962,38,9.3
Mauritius,MUS,1963,40.1,9.6
Mauritius,MUS,1964,37.9,8.6
Mauritius,MUS,1965,35.4,8.6
Mauritius,MUS,1966,34.9,8.8
Mauritius,MUS,1967,30.6,8.5
Mauritius,MUS,1968,30.6,9
Mauritius,MUS,1969,27.7,8
Mauritius,MUS,1970,26,7.8
Mauritius,MUS,1971,25.2,7.6
Mauritius,MUS,1972,24.7,7.9
Mauritius,MUS,1973,23,7.8
Mauritius,MUS,1974,26.5,7.4
Mauritius,MUS,1975,25.1,8.1
Mauritius,MUS,1976,25.7,7.9
Mauritius,MUS,1977,25.7,7.9
Mauritius,MUS,1978,27,7.1
Mauritius,MUS,1979,27.6,7.3
Mauritius,MUS,1980,26.4,7.2
Mauritius,MUS,1981,24.8,6.8
Mauritius,MUS,1982,22.4,6.7
Mauritius,MUS,1983,20.5,6.5
Mauritius,MUS,1984,19.7,6.6
Mauritius,MUS,1985,18.5,6.8
Mauritius,MUS,1986,18.3,6.7
Mauritius,MUS,1987,19.1,6.6
Mauritius,MUS,1988,19.7,6.6
Mauritius,MUS,1989,20.3,6.8
Mauritius,MUS,1990,21,6.7
Mauritius,MUS,1991,20.7,6.6
Mauritius,MUS,1992,21,6.5
Mauritius,MUS,1993,20.1,6.8
Mauritius,MUS,1994,19.6,6.7
Mauritius,MUS,1995,18.3,6.7
Mauritius,MUS,1996,18.3,6.8
Mauritius,MUS,1997,17.4,7
Mauritius,MUS,1998,16.8,6.8
Mauritius,MUS,1999,17.3,6.8
Mauritius,MUS,2000,17,6.7
Mauritius,MUS,2001,16.4,6.7
Mauritius,MUS,2002,16.5,6.9
Mauritius,MUS,2003,15.8,7
Mauritius,MUS,2004,15.5912261,6.9
Mauritius,MUS,2005,15.13770729,7
Mauritius,MUS,2006,14.05286829,7.313813864
Mauritius,MUS,2007,13.51472505,6.742287983
Mauritius,MUS,2008,12.90592126,7.097783716
Mauritius,MUS,2009,12.03420777,7.234328237
Mauritius,MUS,2010,11.71420006,7.1284479020000004
Mexico,MEX,1900,34,32.7
Mexico,MEX,1901,34.2,32.3
Mexico,MEX,1902,33.7,34.4
Mexico,MEX,1903,33.4,32.6
Mexico,MEX,1904,34.8,31.4
Mexico,MEX,1905,34.1,32.9
Mexico,MEX,1906,32.2,33.1
Mexico,MEX,1907,32.8,33
Mexico,MEX,1908,34.3,31.8
Mexico,MEX,1909,34,32.3
Mexico,MEX,1910,32,33.3
Mexico,MEX,1922,31.4,25.3
Mexico,MEX,1923,32,24.4
Mexico,MEX,1924,30.8,25.6
Mexico,MEX,1925,33.1,26.5
Mexico,MEX,1926,31.2,24.9
Mexico,MEX,1927,30.5,24
Mexico,MEX,1928,32.3,25.3
Mexico,MEX,1929,39.3,26.8
Mexico,MEX,1930,39.4,26.6
Mexico,MEX,1931,43.8,25.9
Mexico,MEX,1932,43.3,26.1
Mexico,MEX,1933,42.2,25.7
Mexico,MEX,1934,44.3,23.8
Mexico,MEX,1935,42.3,22.6
Mexico,MEX,1936,43,23.5
Mexico,MEX,1937,44.1,24.4
Mexico,MEX,1938,43.5,22.9
Mexico,MEX,1939,44.6,23
Mexico,MEX,1940,44.3,23.2
Mexico,MEX,1941,43.5,22.1
Mexico,MEX,1942,45.5,22.8
Mexico,MEX,1943,45.5,22.4
Mexico,MEX,1944,44.2,20.6
Mexico,MEX,1945,44.9,19.5
Mexico,MEX,1946,43.7,19.4
Mexico,MEX,1947,46.1,16.6
Mexico,MEX,1948,45.2,16.9
Mexico,MEX,1949,45.2,17.9
Mexico,MEX,1950,45.5,16.2
Mexico,MEX,1951,44.6,17.3
Mexico,MEX,1952,43.8,15
Mexico,MEX,1953,45,15.9
Mexico,MEX,1954,46.4,13.1
Mexico,MEX,1955,45.1,13.3
Mexico,MEX,1956,45.2,11.7
Mexico,MEX,1957,45.5,12.7
Mexico,MEX,1958,42.9,12
Mexico,MEX,1959,45.6,11.4
Mexico,MEX,1960,44.6,11.2
Mexico,MEX,1961,43.8,10.3
Mexico,MEX,1962,43.9,10.4
Mexico,MEX,1963,43.8,10.3
Mexico,MEX,1964,44.6,9.8
Mexico,MEX,1965,44.1,9.4
Mexico,MEX,1966,44.1,9.6
Mexico,MEX,1967,43.2,9.2
Mexico,MEX,1968,44.3,9.6
Mexico,MEX,1969,42.6,9.4
Mexico,MEX,1970,42.1,9.6
Mexico,MEX,1971,42.5,8.7
Mexico,MEX,1972,43.2,8.8
Mexico,MEX,1973,45.8,8.2
Mexico,MEX,1974,43.4,7.5
Mexico,MEX,1975,37.5,7.2
Mexico,MEX,1976,34.6,7.4
Mexico,MEX,1977,37.6,7.1
Mexico,MEX,1978,35.7,6.4
Mexico,MEX,1979,36.3,6.3
Mexico,MEX,1980,4.9,6.3
Mexico,MEX,1981,35.5,6
Mexico,MEX,1982,32.8,5.7
Mexico,MEX,1983,35,5.5
Mexico,MEX,1984,32.9,5.4
Mexico,MEX,1985,34.1,5.3
Mexico,MEX,1987,34.4,5.8
Mexico,MEX,1988,31.7,
Mexico,MEX,1989,31.1,5
Mexico,MEX,1990,33.7,4.9
Mexico,MEX,1991,32.3,4.7
Mexico,MEX,1992,32.2,4.6
Mexico,MEX,1993,27.7,4.6
Mexico,MEX,1994,,4.7
Mexico,MEX,1995,24.6,4.8
Mexico,MEX,1996,      ,4.7
Mexico,MEX,1997,      ,4.6
Mexico,MEX,1998,      ,4.6
Mexico,MEX,1999,      ,4.5
Mexico,MEX,2000,      ,4.4
Mexico,MEX,2001,      ,4.4
Mexico,MEX,2002,      ,4.5
Mexico,MEX,2003,      ,4.6
Mexico,MEX,2004,      ,4.6
Mexico,MEX,2005,      ,4.8
Mexico,MEX,2006,      ,4.703688937
Mexico,MEX,2007,      ,4.850349594
Mexico,MEX,2008,      ,5.045700177
Mexico,MEX,2009,      ,5.239538336
Mexico,MEX,2010,      ,
Netherlands,NLD,1840,35,23.5
Netherlands,NLD,1841,35.5,23.3
Netherlands,NLD,1842,34.2,25.8
Netherlands,NLD,1843,33.8,23.1
Netherlands,NLD,1844,34.4,24.1
Netherlands,NLD,1845,34.2,23.2
Netherlands,NLD,1846,31.4,28.5
Netherlands,NLD,1847,28.6,31.1
Netherlands,NLD,1848,30.1,29.2
Netherlands,NLD,1849,34.2,31.2
Netherlands,NLD,1900,31.6,17.9
Netherlands,NLD,1901,32.2,17.2
Netherlands,NLD,1902,31.8,16.3
Netherlands,NLD,1903,31.6,15.6
Netherlands,NLD,1904,31.4,15.9
Netherlands,NLD,1905,30.8,15.3
Netherlands,NLD,1906,30.4,14.8
Netherlands,NLD,1907,30,14.6
Netherlands,NLD,1908,29.7,15
Netherlands,NLD,1909,29.2,13.7
Netherlands,NLD,1910,28.6,13.6
Netherlands,NLD,1911,27.8,14.5
Netherlands,NLD,1912,28.1,12.3
Netherlands,NLD,1913,28.2,12.3
Netherlands,NLD,1914,28.2,12.4
Netherlands,NLD,1915,26.2,12.5
Netherlands,NLD,1916,26.5,12.9
Netherlands,NLD,1917,26,13.1
Netherlands,NLD,1918,25.1,17.4
Netherlands,NLD,1919,24.4,13.4
Netherlands,NLD,1920,28.6,12.3
Netherlands,NLD,1922,26.1,11.7
Netherlands,NLD,1923,26.2,10.2
Netherlands,NLD,1924,25.1,9.8
Netherlands,NLD,1925,24.2,9.8
Netherlands,NLD,1926,23.8,9.8
Netherlands,NLD,1927,23.1,10.2
Netherlands,NLD,1928,23.3,9.6
Netherlands,NLD,1929,22.8,10.7
Netherlands,NLD,1930,23.1,9.1
Netherlands,NLD,1931,22.2,9.6
Netherlands,NLD,1932,22,9
Netherlands,NLD,1933,20.8,8.8
Netherlands,NLD,1934,20.6,8.4
Netherlands,NLD,1935,20.2,8.7
Netherlands,NLD,1936,20.2,8.7
Netherlands,NLD,1937,19.8,8.8
Netherlands,NLD,1938,20.5,8.5
Netherlands,NLD,1939,20.6,8.6
Netherlands,NLD,1940,20.8,9.9
Netherlands,NLD,1941,20.3,10
Netherlands,NLD,1942,21,9.5
Netherlands,NLD,1943,23,10
Netherlands,NLD,1944,24,11.8
Netherlands,NLD,1945,22.6,15.3
Netherlands,NLD,1946,30.2,8.5
Netherlands,NLD,1947,27.8,8.1
Netherlands,NLD,1948,25.3,7.4
Netherlands,NLD,1949,23.7,8.1
Netherlands,NLD,1950,22.7,7.5
Netherlands,NLD,1951,22.3,7.6
Netherlands,NLD,1952,22.3,7.4
Netherlands,NLD,1953,21.7,7.7
Netherlands,NLD,1954,21.5,7.5
Netherlands,NLD,1955,21.3,7.6
Netherlands,NLD,1956,21.3,7.8
Netherlands,NLD,1957,21.2,7.5
Netherlands,NLD,1958,21.2,7.6
Netherlands,NLD,1959,21.4,7.6
Netherlands,NLD,1960,20.8,7.7
Netherlands,NLD,1961,21.3,7.6
Netherlands,NLD,1962,20.9,8
Netherlands,NLD,1963,20.9,8
Netherlands,NLD,1964,20.7,7.7
Netherlands,NLD,1965,19.9,8
Netherlands,NLD,1966,19.2,8.1
Netherlands,NLD,1967,18.9,7.9
Netherlands,NLD,1968,18.6,8.2
Netherlands,NLD,1969,19.2,8.4
Netherlands,NLD,1970,18.3,8.4
Netherlands,NLD,1971,17.2,8.4
Netherlands,NLD,1972,16.1,8.5
Netherlands,NLD,1973,14.5,8.2
Netherlands,NLD,1974,13.7,8.1
Netherlands,NLD,1975,13,8.3
Netherlands,NLD,1976,12.9,8.3
Netherlands,NLD,1977,12.5,7.9
Netherlands,NLD,1978,12.6,8.2
Netherlands,NLD,1979,12.5,8
Netherlands,NLD,1980,12.8,8.1
Netherlands,NLD,1981,12.5,8.1
Netherlands,NLD,1982,12,8.2
Netherlands,NLD,1983,11.9,8.2
Netherlands,NLD,1984,12.1,8.3
Netherlands,NLD,1985,12.3,8.5
Netherlands,NLD,1986,12.7,8.6
Netherlands,NLD,1987,12.7,8.3
Netherlands,NLD,1988,12.6,8.4
Netherlands,NLD,1989,12.7,8.7
Netherlands,NLD,1990,13.2,8.6
Netherlands,NLD,1991,13.2,8.6
Netherlands,NLD,1992,13,8.6
Netherlands,NLD,1993,12.8,9
Netherlands,NLD,1994,12.9,9
Netherlands,NLD,1995,12.3,8.8
Netherlands,NLD,1996,12.2,8.9
Netherlands,NLD,1997,12.3,8.7
Netherlands,NLD,1998,12.7,8.8
Netherlands,NLD,1999,12.7,8.9
Netherlands,NLD,2000,13,8.8
Netherlands,NLD,2001,12.6,8.7
Netherlands,NLD,2002,12.5,8.8
Netherlands,NLD,2003,12.3,8.7
Netherlands,NLD,2004,11.9,8.4
Netherlands,NLD,2005,11.5,8.4
Netherlands,NLD,2006,11.32117072,8.28160795
Netherlands,NLD,2007,11.06942807,8.1201607
Netherlands,NLD,2008,11.2269591,8.217155806
Netherlands,NLD,2009,11.1863678,8.120499047
Netherlands,NLD,2010,11.06627608,8.188873369
New Zealand,NZL,1855,39.2,12.6
New Zealand,NZL,1856,37.8,8.9
New Zealand,NZL,1857,39.5,8.7
New Zealand,NZL,1858,38.2,9.8
New Zealand,NZL,1859,37,9.8
New Zealand,NZL,1860,41.2,14.3
New Zealand,NZL,1861,38.5,12.4
New Zealand,NZL,1862,36.1,10.9
New Zealand,NZL,1863,35.3,13.7
New Zealand,NZL,1864,38.5,17.3
New Zealand,NZL,1865,41.1,15.1
New Zealand,NZL,1866,42.9,12.9
New Zealand,NZL,1867,42.2,12.8
New Zealand,NZL,1868,42.1,11.9
New Zealand,NZL,1869,41.9,11.7
New Zealand,NZL,1870,42.3,11.1
New Zealand,NZL,1871,40.6,10.1
New Zealand,NZL,1872,35.9,11.4
New Zealand,NZL,1873,39,12.7
New Zealand,NZL,1874,40.3,13
New Zealand,NZL,1875,40.2,15.4
New Zealand,NZL,1876,41.7,12.7
New Zealand,NZL,1877,41.3,11.5
New Zealand,NZL,1878,42,11
New Zealand,NZL,1879,40.3,12.5
New Zealand,NZL,1880,40.8,11.5
New Zealand,NZL,1881,38,11.1
New Zealand,NZL,1882,37.3,11.2
New Zealand,NZL,1883,36.3,11.4
New Zealand,NZL,1884,35.9,10.4
New Zealand,NZL,1885,34.4,10.6
New Zealand,NZL,1886,33.2,10.5
New Zealand,NZL,1887,32.1,10.3
New Zealand,NZL,1888,31.2,9.4
New Zealand,NZL,1889,30.2,9.4
New Zealand,NZL,1890,29.4,9.7
New Zealand,NZL,1891,29,10.3
New Zealand,NZL,1892,27.8,10.1
New Zealand,NZL,1893,27.5,10.2
New Zealand,NZL,1894,27.3,10.2
New Zealand,NZL,1895,26.8,9.9
New Zealand,NZL,1896,26.3,9.1
New Zealand,NZL,1897,26,9.1
New Zealand,NZL,1898,25.7,9.8
New Zealand,NZL,1899,25.1,10.2
New Zealand,NZL,1900,25.6,9.4
New Zealand,NZL,1901,26.3,9.8
New Zealand,NZL,1902,25.9,10.5
New Zealand,NZL,1903,26.6,10.4
New Zealand,NZL,1904,26.9,9.6
New Zealand,NZL,1905,27.2,9.3
New Zealand,NZL,1906,27.1,9.3
New Zealand,NZL,1907,27.3,10.9
New Zealand,NZL,1908,27.5,9.6
New Zealand,NZL,1909,27.3,9.2
New Zealand,NZL,1910,26.2,9.7
New Zealand,NZL,1911,26,9.4
New Zealand,NZL,1912,26.5,8.9
New Zealand,NZL,1913,26.1,9.5
New Zealand,NZL,1914,26,9.3
New Zealand,NZL,1915,25.3,9.1
New Zealand,NZL,1916,25.9,9.6
New Zealand,NZL,1917,25.7,9.6
New Zealand,NZL,1918,23.4,14.8
New Zealand,NZL,1919,21.4,9.5
New Zealand,NZL,1920,25.1,10.1
New Zealand,NZL,1921,23.2,9
New Zealand,NZL,1922,23.3,9
New Zealand,NZL,1923,21.9,9.2
New Zealand,NZL,1924,21.6,8.5
New Zealand,NZL,1925,21.6,18.6
New Zealand,NZL,1926,21.2,8.8
New Zealand,NZL,1927,20.4,8.8
New Zealand,NZL,1928,19.9,8.8
New Zealand,NZL,1929,19.7,9
New Zealand,NZL,1930,19.4,8.8
