Entity,Code,Year,December,November,October,September,August,July,June,May,April,March,February,January
Iceland,ISL,1891,82.635216,90.15697,105.90231,112.36469,115.21288,109.43949,119.792015,87.38548,53.675327,59.757526,76.34743,77.724106
Iceland,ISL,1892,62.410694,84.84965,98.72915,104.90138,112.37014,88.288925,90.86566,93.41796,71.54717,80.565506,71.76477,70.3642
Iceland,ISL,1893,79.70414,85.607864,87.32151,105.4015,96.72942,101.21869,92.25421,92.43511,78.56593,68.95307,76.38034,81.49326
Iceland,ISL,1894,55.118057,82.04312,95.307785,93.04449,94.93011,108.654106,96.33398,82.208206,79.03773,66.783714,61.22842,60.18997
Iceland,ISL,1895,86.76139,95.61876,112.680885,109.40208,118.679855,108.36523,109.87935,103.422104,90.69946,70.76101,49.705765,44.0797
Iceland,ISL,1896,82.42504,88.375015,88.63135,120.05642,104.31369,86.82534,91.16964,83.17155,63.761158,73.882034,71.68063,73.20784
Iceland,ISL,1897,67.46845,84.1836,99.29951,100.96749,96.54157,94.09864,105.2285,79.42827,67.66232,79.16832,74.53366,79.33381
Iceland,ISL,1898,58.576397,80.03372,86.715675,87.92863,96.049706,86.875595,91.56245,76.05719,90.80627,78.67527,68.04887,77.92988
Iceland,ISL,1899,75.38205,70.25137,90.4485,100.838844,87.279816,88.18723,70.985535,85.00639,78.003975,62.613155,74.93246,66.90345
Iceland,ISL,1900,62.307686,81.461555,94.12999,103.2674,87.98353,90.89893,89.68302,75.65123,63.66578,58.31938,63.210766,70.76507
Iceland,ISL,1901,68.135574,75.53086,87.506805,102.35712,88.409195,87.62683,102.072266,85.64818,67.6848,46.98479,49.303623,51.153122
Iceland,ISL,1902,59.534832,82.21168,96.34092,91.58818,79.691956,85.05188,84.55356,81.05273,73.22006,60.242386,71.727715,60.309414
Iceland,ISL,1903,60.82546,79.65009,83.609886,94.40862,107.654686,91.853134,94.958305,67.93588,62.242012,64.74071,55.924816,64.3925
Iceland,ISL,1904,66.29558,71.468254,83.302605,85.73144,94.72068,104.07381,86.77019,80.40169,75.209145,66.36627,61.04253,64.040276
Iceland,ISL,1905,70.54593,79.95158,80.21716,82.12045,105.89866,87.17421,93.860954,75.27727,64.174965,59.33937,61.298782,64.63728
Iceland,ISL,1906,65.33764,78.17419,85.20052,105.27276,93.29012,95.3694,89.648994,72.17746,68.510475,56.43633,67.396355,69.30458
Iceland,ISL,1907,70.09874,67.66487,81.53347,98.84908,88.70921,78.22579,87.78041,75.61927,72.94008,72.21867,56.975143,66.84031
Iceland,ISL,1908,69.13585,84.26829,75.02988,89.58027,89.45971,91.06997,81.74664,72.95404,65.806404,59.840775,55.697765,59.143337
Iceland,ISL,1909,58.423176,74.25302,76.90142,92.601395,98.90182,82.11492,86.12567,62.667824,64.02481,57.39759,66.598045,72.94932
Iceland,ISL,1910,59.853874,63.8467,85.34308,86.282845,76.71644,80.565445,78.19564,69.25269,63.34437,60.197075,56.55924,59.8924
Iceland,ISL,1911,58.779243,71.28167,77.308495,83.42854,89.45322,86.093376,76.90045,66.89335,56.260048,56.360004,62.84451,62.46606
Iceland,ISL,1912,59.60013,74.40101,74.28301,78.731415,83.734375,83.770515,86.98859,64.66806,61.02238,62.08987,60.364216,63.27349
Iceland,ISL,1913,64.86512,69.39312,75.39076,81.437325,76.6549,73.005356,77.05405,68.6704,67.16896,57.96132,60.09056,69.31621
Iceland,ISL,1914,64.17136,70.16162,74.57069,77.12471,97.51878,82.87253,70.473564,67.891945,72.50721,63.57738,72.09048,64.80184
Iceland,ISL,1915,60.207005,69.77321,105.00982,108.60941,87.00106,84.53031,78.00698,55.483627,64.55899,62.89961,64.83997,67.0456
Iceland,ISL,1916,72.27406,76.966415,79.21683,91.2233,86.17908,89.84796,85.07252,57.4535,56.4212,56.087025,61.54567,59.427402
Iceland,ISL,1917,68.24444,72.45107,80.85451,86.240005,89.27014,85.12622,77.771805,61.084385,61.36466,64.846275,68.32445,65.396416
Iceland,ISL,1918,63.912346,80.597496,72.41195,88.672356,92.18799,85.19294,77.885704,57.086567,67.397934,58.906948,67.98587,63.908726
Iceland,ISL,1919,74.73223,85.20029,81.131836,65.543655,69.41538,72.9681,70.773026,65.05325,61.49369,64.117676,60.56766,61.774807
Iceland,ISL,1920,64.998955,71.15071,77.52504,84.47778,81.86429,86.45387,84.82466,78.40169,69.689964,78.963524,69.3257,72.23545
Iceland,ISL,1921,73.96865,68.41253,74.73995,81.49449,78.914665,86.11133,96.42752,79.743675,67.65386,76.43102,60.858616,56.71157
Iceland,ISL,1922,76.10098,74.557556,78.60994,85.83181,81.46593,85.257256,75.64177,55.04277,60.77906,66.324265,68.63153,66.12362
Iceland,ISL,1923,72.758156,69.79478,81.21052,80.241104,81.727974,89.471245,79.139915,72.00751,72.07887,63.1511,67.03471,56.598278
Iceland,ISL,1924,50.182293,57.31493,62.727173,85.57468,83.525696,79.960396,79.617294,77.758125,71.54452,67.302284,58.580708,70.36324
Iceland,ISL,1925,66.51035,71.159676,70.900734,83.07919,79.860054,87.446396,83.75782,66.82458,54.305805,61.7789,63.41899,57.033096
Iceland,ISL,1926,71.145226,79.203636,74.205185,87.32852,86.22354,82.50398,76.767525,63.490543,61.051685,70.41738,54.8981,63.84048
Iceland,ISL,1927,64.07723,66.62417,71.45522,79.12344,82.32898,82.438484,76.50945,66.2529,63.329693,66.4301,68.38566,60.581783
Iceland,ISL,1928,56.06596,64.37824,70.71359,77.31147,79.240906,70.34889,75.02574,62.441494,65.88634,65.39504,57.9914,56.18869
Iceland,ISL,1929,54.944942,66.5817,70.90301,82.17135,76.872574,64.44443,70.46622,67.052216,78.875626,70.593636,57.15918,63.075817
Iceland,ISL,1930,61.877266,74.21113,70.44799,87.13498,77.87964,71.71292,69.262,70.45586,70.74901,73.11787,70.034744,62.76112
Iceland,ISL,1931,56.44615,61.421776,68.33078,71.58712,74.94779,81.21883,76.36665,83.14369,78.343575,69.06838,60.77144,62.068542
Iceland,ISL,1932,58.804585,65.03681,66.21227,67.90438,69.581345,69.96048,69.97088,66.92254,62.588776,69.4358,68.6741,64.32505
Iceland,ISL,1933,57.577393,62.23115,70.87968,68.01806,62.473976,67.436966,62.949856,62.152885,53.295544,57.41709,63.015804,53.234077
Iceland,ISL,1934,55.167778,58.520496,69.10033,64.766495,68.958885,67.04905,68.18439,61.800198,58.647438,61.35897,55.40983,59.492657
Iceland,ISL,1935,56.849155,59.08003,56.383316,67.83607,55.3568,60.998055,64.52957,58.575237,62.026398,67.65412,57.54502,61.016537
Iceland,ISL,1936,55.25014,55.990116,58.64924,64.366714,64.27447,62.379997,69.3795,63.02517,61.15349,55.608913,54.430542,56.246166
Iceland,ISL,1937,43.066532,47.931038,65.086006,57.072323,63.78623,60.246674,62.29077,53.43074,53.819813,55.698296,53.759796,55.762672
Iceland,ISL,1938,52.150932,53.653675,58.224342,63.311005,55.052036,56.735046,63.4713,50.27348,50.58032,57.474434,59.13727,40.848602
Iceland,ISL,1939,50.21011,49.98997,53.53574,55.930466,61.995674,60.706905,68.652054,50.282143,48.653465,55.52667,46.227055,47.764915
Iceland,ISL,1940,50.468838,60.43915,54.28393,59.996277,58.379185,59.765266,57.94925,52.922565,55.011967,52.21395,55.29191,56.331184
Iceland,ISL,1941,61.18292,55.35123,65.21334,70.42851,57.09409,57.655807,66.17465,54.809475,52.83633,55.932865,59.905724,53.874165
Iceland,ISL,1942,60.93657,72.19554,73.335625,68.84356,66.69564,65.98312,66.36124,61.929283,68.40718,64.95832,64.41863,68.26428
Iceland,ISL,1943,60.499786,64.72102,68.88488,74.99865,72.16016,79.22351,75.83183,77.10577,65.05728,65.89649,67.30204,63.211475
Iceland,ISL,1944,79.08865,71.88827,63.31995,76.51386,66.517365,71.17202,78.891655,71.08735,66.16399,66.40501,60.135994,59.14
Iceland,ISL,1945,63.692085,65.4102,72.35551,75.91996,76.58575,70.96516,78.10748,74.20901,76.81002,78.480606,71.133606,71.675995
Iceland,ISL,1946,72.521645,65.228935,73.47105,88.66412,69.77452,67.18235,73.3325,72.795494,61.337463,77.94926,70.56767,65.81465
Iceland,ISL,1947,70.62523,76.81475,81.40514,82.05887,79.08827,74.92136,79.31159,73.28842,74.88268,76.48325,73.3005,65.6096
Iceland,ISL,1948,76.987854,70.743805,62.717426,79.92487,75.82376,77.35261,88.08569,88.915215,72.2514,81.85981,73.457794,65.74135
Iceland,ISL,1949,81.5466,78.703,74.90112,73.47313,82.50354,78.936264,77.39232,75.93626,63.73256,70.36341,78.279396,78.26661
Iceland,ISL,1950,76.84241,76.53694,78.02929,82.64372,76.516525,82.99226,79.13092,83.98657,86.01026,72.000916,78.35018,71.359955
Iceland,ISL,1951,67.67053,70.92925,66.29944,82.31829,77.55093,78.09583,73.688156,82.0817,79.40503,72.037766,83.56955,72.227234
Iceland,ISL,1952,73.939964,67.310074,82.622116,83.91839,79.36065,63.31383,84.71687,77.93753,69.99947,68.71322,81.30863,72.205864
Iceland,ISL,1953,72.26717,75.91797,72.12249,79.297325,83.29644,74.6853,89.06883,88.08346,80.299164,72.9012,65.55841,74.48873
Iceland,ISL,1954,74.98756,75.27394,72.35929,79.00255,81.60794,78.41688,81.61768,75.77665,72.58426,70.79845,75.26178,75.51187
Iceland,ISL,1955,73.983475,70.08188,74.452324,84.44262,82.682396,80.17273,71.98531,79.231384,81.59591,81.57933,72.890175,86.218765
Iceland,ISL,1956,74.29551,78.544136,77.13316,76.329735,79.38979,81.7256,86.042206,78.98448,76.13742,73.20014,82.6985,73.85147
Iceland,ISL,1957,72.87971,79.67926,82.13424,82.62955,74.8533,75.98834,79.29345,77.87931,77.996445,79.39118,84.57649,77.544304
Iceland,ISL,1958,79.39526,72.54341,77.75089,74.754974,67.68308,68.75256,80.08202,70.902176,80.745964,75.37954,76.32594,82.59484
Iceland,ISL,1959,76.232925,75.83428,77.81019,75.52496,75.84075,82.16699,79.62045,77.378555,68.99257,74.63404,83.408295,78.50674
Iceland,ISL,1960,70.54933,74.71738,81.56917,78.9358,82.20212,79.94713,77.80136,80.2091,78.82011,72.333015,69.327576,72.200386
Iceland,ISL,1961,69.01189,69.39153,72.82159,69.058624,66.759026,68.30901,68.27538,73.05147,63.25733,75.647934,70.00875,72.983284
Iceland,ISL,1962,63.378223,63.77209,76.2469,71.98202,75.94656,67.74739,72.49108,78.4201,72.34339,71.53958,72.02379,64.081696
Iceland,ISL,1963,56.887947,67.61492,70.89315,76.94632,75.097664,77.991165,74.9613,68.47243,76.45274,67.45881,71.89432,69.76967
Iceland,ISL,1964,69.45871,68.37091,63.712105,62.414394,69.00764,71.83752,70.10163,70.33442,71.367645,71.91187,72.20619,70.2281
Iceland,ISL,1965,57.99302,64.1459,68.845024,76.59672,68.697556,65.26785,71.00787,69.4843,71.20247,66.6383,69.95172,58.701576
Iceland,ISL,1966,63.91031,61.045586,72.14092,71.58902,72.3429,72.2793,60.79103,65.69763,63.87331,61.070267,63.293163,61.076523
Iceland,ISL,1967,57.10797,60.089306,63.563572,58.23682,62.431194,62.67465,57.960022,72.27983,62.827435,58.105423,58.986862,54.657356
Iceland,ISL,1968,56.739433,50.11573,54.93434,58.472958,58.082363,56.53782,53.841267,61.142612,63.077,59.655334,54.88562,60.739998
Iceland,ISL,1969,53.806572,57.26714,54.499958,55.85646,53.92604,59.0342,62.840733,60.847424,59.132725,54.712315,54.793934,55.728638
Iceland,ISL,1970,51.98476,46.246624,53.284042,52.961895,56.63612,53.816174,56.28302,53.22397,57.467197,55.475807,55.490562,54.409454
Iceland,ISL,1971,52.793583,51.70863,57.425125,61.335957,57.697224,58.694542,59.093277,62.734077,54.670506,57.51796,55.036808,53.697914
Iceland,ISL,1972,52.54234,57.857033,59.29507,61.35759,65.315544,64.79044,61.77673,71.16133,60.190517,65.002235,59.287273,54.918728
Iceland,ISL,1973,56.06961,54.87522,54.5264,53.742153,53.280006,63.064137,65.238,65.792145,59.55268,63.95322,61.57909,61.035355
Iceland,ISL,1974,46.952957,48.8823,54.68058,57.18668,49.416035,56.819187,56.1445,62.66099,55.34205,56.028873,59.266014,50.87553
Iceland,ISL,1975,48.156143,55.446663,50.907616,57.235546,55.00067,62.159237,55.569336,59.317158,58.134323,54.08632,54.34219,51.365623
Iceland,ISL,1976,46.296886,49.684074,50.16069,53.22813,54.766956,54.363827,58.486164,52.235394,57.95733,57.594433,51.706375,52.96357
Iceland,ISL,1977,46.70247,46.33717,44.141888,44.13793,51.751297,51.926212,51.732635,57.227627,50.73774,51.315807,52.163002,44.514782
Iceland,ISL,1978,46.58674,49.36449,54.86308,51.67071,55.088055,53.685474,51.486504,54.053738,50.964695,48.922882,48.27102,47.110844
Iceland,ISL,1979,51.645264,52.531452,52.022457,48.792603,54.257164,55.44897,52.914394,60.55914,56.71107,61.958668,53.40123,51.5814
Iceland,ISL,1980,49.134468,45.720284,49.220116,54.989235,51.14268,54.58101,54.402306,62.46727,60.357597,57.042824,55.261295,56.858753
Iceland,ISL,1981,51.73763,47.187046,49.892693,55.06854,49.436684,49.34777,52.346672,50.290066,61.873432,53.341854,51.806168,47.403786
Iceland,ISL,1982,47.16818,45.8196,46.18127,51.332584,50.011703,53.65803,53.80067,52.95733,53.930084,52.253246,53.466053,49.87852
Iceland,ISL,1983,42.255924,44.689137,45.05544,57.272804,50.44997,51.590034,57.165386,55.786674,53.754337,52.2099,46.350716,50.12504
Iceland,ISL,1984,37.567062,42.039978,46.761578,47.662323,50.062737,54.41069,47.35368,40.600613,51.47127,48.903385,52.17155,44.648777
Iceland,ISL,1985,40.509823,42.29648,42.02181,46.480785,41.266785,49.039658,44.485348,45.749485,48.13039,44.460823,38.570587,41.96271
Iceland,ISL,1986,39.92669,42.51541,43.024746,45.446774,46.793877,44.3048,48.143982,45.161022,42.02786,41.63039,42.879898,43.01805
Iceland,ISL,1987,46.572655,45.076195,44.587467,50.184715,48.883827,48.94012,45.47177,48.264038,50.882824,47.3212,39.886906,44.392197
Iceland,ISL,1988,43.343807,46.976624,48.74229,52.83567,52.62437,54.509296,55.739994,57.647923,54.294178,54.43859,47.01206,45.737553
Iceland,ISL,1989,44.51534,48.920586,49.154396,53.457478,54.569866,51.541584,48.93935,51.221916,48.735565,49.75042,44.630264,47.250877
Iceland,ISL,1990,42.39005,48.398678,50.15386,54.21223,55.66171,54.560257,52.752148,58.437454,48.498512,52.04347,48.93973,49.06395
Iceland,ISL,1991,41.038044,41.815258,45.378616,49.271214,51.24052,48.80173,48.808334,55.195942,51.136864,50.052307,49.211174,46.647896
Iceland,ISL,1992,43.804596,45.04861,45.974274,49.84159,51.73181,50.663685,51.24687,47.28417,48.77396,47.736862,46.16437,50.799385
Iceland,ISL,1993,41.77879,39.554653,46.72963,52.744434,46.319706,49.906113,46.932663,53.78894,52.334354,49.339035,49.231762,48.07051
Iceland,ISL,1994,41.22712,43.626904,46.602512,45.30622,43.02269,49.23294,48.898495,45.892647,46.070065,48.865185,46.457687,44.05598
Iceland,ISL,1995,38.65658,42.82023,44.343464,43.71808,43.767517,47.037228,45.503235,46.583076,44.782433,41.17742,47.742886,40.477497
Iceland,ISL,1996,39.110306,46.497486,45.263786,41.971764,43.99885,46.06434,44.031235,44.918198,45.94642,45.693253,45.14383,39.487595
Iceland,ISL,1997,39.467793,37.628017,39.17244,44.56031,43.3939,42.832485,42.07969,45.63943,42.14477,43.203777,39.40663,43.748886
Iceland,ISL,1998,36.775036,37.1912,42.59968,44.792503,42.803486,46.613598,43.589413,44.34922,41.7259,42.54839,39.164936,39.082188
Iceland,ISL,1999,38.070717,40.09717,38.3787,42.815907,44.148376,41.052628,38.61422,40.08632,38.571323,40.40053,40.37444,43.524014
Iceland,ISL,2000,38.86829,39.15367,43.76696,44.810684,41.35844,41.87025,44.864353,42.897816,41.171886,42.892937,42.8248,39.073193
Iceland,ISL,2001,30.532875,40.669662,39.733246,43.314453,45.01,41.995975,38.63637,38.105694,40.93789,34.882477,38.530422,39.957283
Iceland,ISL,2002,33.23024,37.132965,38.306946,42.73223,41.04,37.135727,39.554554,37.40105,36.69485,40.590366,39.359066,40.072136
Iceland,ISL,2003,35.880295,38.017498,42.93033,40.593266,43.204865,40.222622,39.169224,36.813076,36.448395,40.431732,41.573807,35.44862
Iceland,ISL,2004,35.191364,39.12521,37.67523,39.875908,40.94007,44.61994,38.72229,40.160683,42.679337,36.351006,40.314358,39.966354
Iceland,ISL,2005,36.636135,39.150993,40.766403,45.445896,42.86411,40.005013,40.286667,43.420372,34.89662,34.378704,38.980312,37.688507
Iceland,ISL,2006,35.198784,39.168945,39.146313,41.9574,40.266365,42.79448,47.17439,36.89882,42.517464,39.306473,38.02642,36.033997
Iceland,ISL,2007,37.914078,41.380978,41.775394,43.15098,40.812656,41.208355,41.920425,38.885555,39.08174,37.58732,39.84877,38.16542
Iceland,ISL,2008,40.745613,38.5912,41.335938,47.683273,41.31956,45.73212,39.841568,43.78987,40.239998,38.676105,42.369053,39.369907
Iceland,ISL,2009,41.721077,41.729027,45.435356,44.30962,48.534893,44.56282,41.73831,44.218563,42.222767,42.055233,42.400547,39.59284
Iceland,ISL,2010,43.37117,40.80637,41.900677,50.135803,40.439117,44.169617,41.76628,42.094795,41.218506,40.847393,41.8902,43.568237
Iceland,ISL,2011,34.818737,36.045532,34.534508,40.067562,44.050285,41.58935,41.177616,37.69491,40.086365,39.789047,41.950485,40.128017
Iceland,ISL,2012,34.389816,39.576336,39.809956,41.747314,44.220238,40.917824,40.50821,40.92299,38.5466,35.220848,39.215965,36.81428
Iceland,ISL,2013,33.22543,35.93472,38.75745,38.62467,40.661587,36.49062,40.895275,36.056602,37.191372,33.990097,37.67045,37.736435
Iceland,ISL,2014,32.279858,36.12338,39.893394,38.51486,38.959064,43.60941,36.95337,36.04345,33.481686,38.069485,37.10693,35.613056
Iceland,ISL,2015,29.40547,31.279308,35.499527,38.505634,35.65356,38.066425,37.412804,33.745316,36.183884,33.79753,33.912785,33.899834
Iceland,ISL,2016,27.497906,29.768085,34.99612,40.610622,37.946705,34.92304,33.00314,34.005756,29.500439,33.37825,33.257927,32.64766
Iceland,ISL,2017,29.008429,34.05898,33.703022,36.040092,36.152985,33.944485,34.11999,32.08977,32.4928,33.885704,29.785595,31.139656
Iceland,ISL,2018,31.484024,34.791565,34.145557,39.42744,36.08084,35.351303,34.373146,30.98281,31.054644,34.426964,29.275393,29.882805
Iceland,ISL,2019,31.28438,31.512957,39.3043,39.192806,37.878017,38.33177,32.917274,33.360493,34.36742,31.545084,33.686985,32.167793
Iceland,ISL,2020,31.721443,29.082747,36.16375,40.768673,38.135624,37.720734,33.255707,34.71055,32.38342,32.324837,33.27519,35.48727
Iceland,ISL,2021,30.813772,36.012196,35.435734,38.18853,39.6847,39.34313,39.146458,39.05956,38.802116,35.363567,37.918255,33.985806
Iceland,ISL,2022,26.979673,28.567577,35.24279,36.456253,33.578075,33.917034,30.56817,31.095896,33.159595,32.91259,33.691833,34.21579
Iceland,ISL,2023,27.804281,28.958656,30.359735,31.254843,35.395767,32.74041,32.39823,30.472803,33.491646,30.158773,30.88686,30.444387
Ireland,IRL,1978,55.9104,53.78771,56.21889,58.47739,55.842434,57.99657,59.8674,61.962486,60.425133,60.596085,56.213894,56.773224
Ireland,IRL,1979,56.38796,56.52791,58.67244,57.764805,56.807,58.086823,58.404762,63.40997,60.651398,62.992447,59.420444,57.212276
Ireland,IRL,1980,56.937088,54.391296,57.674034,59.681427,57.1408,60.195614,58.19957,63.088585,62.885994,61.87146,59.60192,59.159607
Ireland,IRL,1981,54.73271,54.362522,54.884007,58.19979,54.176525,57.476215,57.414032,58.811115,60.794884,60.505917,58.843304,57.57856
Ireland,IRL,1982,52.874374,51.819523,52.0657,56.857292,54.92549,57.544952,55.21167,57.324314,59.192924,59.87326,57.25481,55.01087
Ireland,IRL,1983,48.09356,48.29427,48.598846,54.361874,51.813183,53.643795,53.600185,54.67205,53.90813,55.813038,54.14166,53.777058
Ireland,IRL,1984,45.387455,48.05422,49.74586,51.63306,49.520325,50.32874,48.66315,48.67214,50.69428,53.458755,52.20009,48.84294
Ireland,IRL,1985,43.907597,43.850124,48.257896,50.10856,46.77384,49.280575,47.29755,51.96978,49.716213,50.2481,49.73842,49.39302
Ireland,IRL,1986,44.19301,43.333836,46.354862,48.632107,45.506283,47.68921,48.10213,51.6021,50.85668,51.829243,47.902473,45.651966
Ireland,IRL,1987,42.652584,40.984253,42.86894,46.00037,43.6224,46.816788,47.650852,47.413097,47.656143,45.98042,46.12234,44.521843
Ireland,IRL,1988,38.385944,40.148335,38.51425,43.401443,41.514874,43.305653,44.75626,44.433865,44.383568,44.601643,41.804195,42.134018
Ireland,IRL,1989,39.599724,37.560085,37.728428,40.895466,39.504158,41.176468,42.066364,44.317204,41.793762,42.951183,40.09026,38.954433
Ireland,IRL,1990,38.30521,39.727238,41.445915,42.462173,40.280148,41.797592,43.934853,44.532455,41.979755,42.089954,41.426083,38.16444
Ireland,IRL,1991,37.776848,38.232857,40.409744,42.338177,41.335247,42.072536,40.266747,42.81004,42.120823,41.06189,41.70065,40.243343
Ireland,IRL,1992,35.771473,35.646446,36.16061,40.200264,38.397987,40.909206,40.12108,41.730846,42.318645,40.656612,39.57913,39.216652
Ireland,IRL,1993,33.277245,35.262867,37.75716,39.894173,37.475105,38.992825,39.597343,39.784855,38.64379,37.598885,38.051594,36.882496
Ireland,IRL,1994,35.7898,36.763393,35.768726,37.761547,36.367058,37.18738,38.133415,38.38035,36.635426,38.79258,35.67323,34.42729
Ireland,IRL,1995,34.308327,34.304718,36.69452,38.060745,36.775284,38.55697,38.14942,38.765343,37.90059,37.47935,36.26481,36.81756
Ireland,IRL,1996,37.80338,38.751133,38.48966,40.576023,38.57555,39.79716,37.23816,37.169746,38.38811,36.285732,36.5233,36.760563
Ireland,IRL,1997,38.50592,36.822945,37.654297,41.71509,40.37875,41.108036,40.38189,39.38649,39.534637,38.6545,39.026115,39.28806
Ireland,IRL,1998,38.382214,37.334118,39.003437,43.054092,39.244877,42.163486,40.632668,39.721756,41.90074,40.09628,38.586185,37.956802
Ireland,IRL,1999,39.338345,38.13364,38.03625,41.008568,38.44575,39.789543,41.36074,39.446125,40.008682,39.48089,38.955276,38.47863
Ireland,IRL,2000,37.48217,39.824036,39.345596,40.915165,39.40517,40.240726,40.262875,39.75859,39.224445,39.06112,38.913975,38.15531
Ireland,IRL,2001,38.93388,40.940765,40.931717,43.706924,42.507465,43.186016,40.46498,40.957245,40.57252,39.80718,40.123363,40.393543
Ireland,IRL,2002,41.330257,40.775005,43.8957,45.048588,42.728626,42.926685,42.337208,42.08142,41.95957,41.776302,42.216194,39.482937
Ireland,IRL,2003,40.36908,39.78673,42.601154,44.02214,41.7077,44.041542,43.44836,43.771935,42.91242,42.542664,40.979958,40.541313
Ireland,IRL,2004,40.873158,41.410698,40.181385,44.38374,41.250584,42.89821,42.375187,40.48858,42.024235,41.951134,40.756645,41.420692
Ireland,IRL,2005,39.24428,40.184784,39.179455,42.640488,41.220867,43.10891,41.571163,39.80203,39.700592,40.86472,39.49272,38.795074
Ireland,IRL,2006,40.38909,42.652054,42.145267,45.330284,44.167953,42.694267,43.47893,42.404404,40.115562,41.424706,40.441372,38.923634
Ireland,IRL,2007,43.744015,44.79251,45.478817,47.97642,47.74186,45.875767,44.730637,45.148148,42.743187,43.043762,41.140774,41.745903
Ireland,IRL,2008,45.80348,44.284065,45.97999,48.370983,44.570934,48.28397,46.363205,47.033894,45.672417,44.542557,43.98589,44.493458
Ireland,IRL,2009,45.518948,45.323753,45.163372,47.266586,45.219273,47.83943,46.96829,44.908237,45.85618,45.0139,44.250595,44.370655
Ireland,IRL,2010,45.16839,45.64118,45.96598,47.92535,43.562313,45.622925,46.24065,44.44773,44.01546,44.98484,43.257526,45.019493
Ireland,IRL,2011,43.992916,42.9261,43.35695,46.585125,44.880688,45.537785,45.275307,44.08449,43.531372,44.39882,44.113556,42.653263
Ireland,IRL,2012,39.752625,42.069878,42.779762,43.470356,42.80608,44.18944,42.9126,43.031506,41.930977,42.545643,43.185543,42.04497
Ireland,IRL,2013,39.98144,39.687984,42.65215,43.239136,41.837048,42.973114,38.35145,40.92193,40.048656,39.683987,39.848846,40.660156
Ireland,IRL,2014,38.563736,38.143066,41.31084,42.695744,40.067085,39.928493,39.390934,39.616077,38.42736,38.226868,39.283276,39.2528
Ireland,IRL,2015,37.060585,37.262363,38.40348,41.309547,37.455433,40.930588,37.642895,37.655457,36.727386,37.032352,38.091938,38.695896
Ireland,IRL,2016,35.843937,36.084248,36.33771,39.659756,36.35996,36.930153,37.952564,35.70416,36.796185,35.99056,36.06916,36.285107
Ireland,IRL,2017,33.18011,35.29731,35.10645,37.05883,35.915123,35.55957,36.805004,33.908333,33.357822,34.53784,35.362217,35.103245
Ireland,IRL,2018,33.527588,35.364876,33.945683,35.55512,34.12275,34.810318,34.164345,34.08002,32.20998,33.875027,33.43969,34.265614
Ireland,IRL,2019,30.933565,33.4099,33.004307,34.012196,34.139843,33.94801,31.601381,32.53623,31.967632,30.583393,32.03144,33.733974
Ireland,IRL,2020,28.63148,30.71905,30.83304,32.694187,30.854809,32.501354,30.992199,30.076378,29.826048,30.591572,30.01509,32.06101
Ireland,IRL,2021,33.12203,33.056335,33.00428,34.82383,32.816505,33.457645,32.160446,30.003483,32.031666,32.364487,32.955837,30.26877
Ireland,IRL,2022,27.422522,28.527613,29.063675,30.520466,29.168005,29.034456,29.158138,26.589666,27.094963,27.759905,29.358242,30.846363
Israel,ISR,1980,65.66881,65.356705,67.57168,68.0799,65.97932,65.82804,63.12714,59.96817,58.08388,58.105114,58.452686,59.34715
Israel,ISR,1981,65.533455,67.248955,66.576454,65.809204,64.17199,68.06531,63.01196,58.09715,58.7256,59.800972,59.77339,60.68473
Israel,ISR,1982,66.76753,66.6566,67.57168,73.38644,69.45065,67.20544,64.81371,60.939507,58.8161,61.472946,63.59903,63.84556
Israel,ISR,1983,66.74708,66.65671,70.83928,71.06361,72.4496,69.40717,63.234806,62.95511,61.07871,62.180496,62.334343,64.84875
Israel,ISR,1984,62.64375,64.1465,66.78043,68.880875,69.08093,68.78467,64.653694,62.811775,60.597637,60.80662,62.195,64.09191
Israel,ISR,1985,65.07266,63.92777,68.33543,68.97308,66.65358,65.417496,62.711845,61.623425,61.014885,62.03137,61.81546,62.970646
Israel,ISR,1986,62.76398,65.10016,66.94577,69.1881,67.27346,67.12706,58.982147,57.685722,60.096745,59.286835,62.234272,64.69322
Israel,ISR,1987,64.58344,63.389393,63.8479,65.799446,64.63111,64.0481,60.66041,58.42795,59.378586,60.127457,59.789303,60.431984
Israel,ISR,1988,62.17461,61.60557,65.36272,65.8607,66.87429,65.06427,59.329594,55.631958,56.337364,58.59923,59.355446,64.34335
Israel,ISR,1989,61.573368,61.371185,63.850723,66.17102,69.142784,63.754593,52.79162,56.655926,56.944298,59.810116,57.781013,61.56816
Israel,ISR,1990,60.239365,60.906147,60.909756,61.24558,64.53032,64.07944,59.824795,57.278255,57.868637,58.369373,58.62379,60.947937
Israel,ISR,1991,59.453285,58.425728,57.998657,61.663998,61.780144,58.04168,59.671005,55.69205,56.746506,57.640965,57.22569,61.33879
Israel,ISR,1992,60.47953,59.073124,59.454685,59.938984,60.543007,60.0777,59.284122,56.51822,53.79883,57.656372,57.35547,60.111668
Israel,ISR,1993,58.344284,58.59008,60.126713,62.132885,62.370697,60.01586,53.67282,54.919575,56.862156,57.932148,58.880146,59.889347
Israel,ISR,1994,59.27094,57.856903,62.004353,62.801304,59.929012,57.631958,55.980213,55.199608,54.07996,55.815956,57.7628,57.770535
Israel,ISR,1995,58.105797,59.313683,60.76794,63.45076,61.961555,54.953888,53.41226,54.766525,54.541298,55.01806,57.304466,57.55597
