Entity,Code,Year,Amphenicols,Beta-lactamase resistant penicillins,Carbapenems,Combinations of penicillins,First-generation cephalosporins,Glycopeptides,Intermediate-acting sulfonamides,Long-acting sulfonamides,Nitrofuran derivatives,Other aminoglycosides,Other cephalosporins and penems,Penicillins with extended spectrum,Second-generation cephalosporins,Steroid antibiotics,Tetracyclines,Trimethoprim and derivatives,Third-generation cephalosporins,Streptogramins,Short-acting sulfonamides,Polymyxins,Other quinolones,Beta-lactamase sensitive penicillins,Combinations of antibiotics,Combinations of sulfonamides and trimethoprim,Fluoroquinolones,Imidazole derivatives,Lincosamides,Macrolides,Nitroimidazole,Other antibiotics
Norway,NOR,2016,,0.6555851,,0.009739159,0.067937784,,0.00091558,,0.28474522,,,2.1774182,0.000351583,0.002838963,2.905126,0.32100827,0.0000262,,,,,3.1339574,,0.38661027,0.4483761,,0.22631048,0.9422519,0.20058851,0.007615179
Norway,NOR,2017,,0.6369433,,0.014590538,0.060713366,,0.001081543,,0.27454707,,,2.0624373,0.000548197,0.002541096,2.7492383,0.29958624,0.00010599,,,,,3.034246,,0.40412888,0.3865917,,0.19780947,0.83244914,0.19547676,0.008380004
Norway,NOR,2018,,0.66329473,,0.023503873,0.05544383,,0.000214927,,0.21219453,,,2.0488973,0.000383704,0.00234054,2.6464322,0.29528654,0.0000129,,,,,2.8706763,,0.4390657,0.34879136,,0.1947697,0.71904385,0.18713956,0.007484954
Norway,NOR,2019,,0.69054157,,0.03515485,0.051531434,,0.0000303,,0.21377826,,,2.1072524,0.000639304,0.002057503,2.737226,0.30119962,0.00005082,,,,,2.999053,,0.47557816,0.30361733,,0.19214092,0.7002484,0.18806475,0.008101574
Norway,NOR,2020,,0.7097884,,0.044249747,0.046387672,,0.00081633,,0.2212866,,,1.864508,0.000562221,0.000633186,2.506778,0.28133565,0.00004899,,,,,2.2938266,,0.4728552,0.2609583,,0.17724186,0.49307105,0.1871626,0.00783764
Norway,NOR,2021,,0.7343492,,0.058864076,0.04371578,,0.00223315,,0.22595477,,,1.8478774,0.000231216,0.000234755,2.5261474,0.26961273,0.0000583,,0.000103443,,,2.3598752,,0.48853236,0.23638374,,0.17146471,0.42164895,0.18991253,0.008327689
Norway,NOR,2022,,0.76331407,,0.077578984,0.04410679,,0.000988139,,0.26464126,,,1.9989647,0.00037509,0.0000887,2.6669757,0.2515358,0.00002924,,0.0000514,,,3.1208332,,0.5290239,0.23150331,,0.18224205,0.43828347,0.17745966,0.008002883
Oman,OMN,2021,,0.12857567,,0.4738808,0.18558043,,,,0.029632626,,,1.5795344,0.5205628,0.0000127,0.7900377,,,,,,,0.01906396,,0.061163466,0.13257954,,,0.25396195,,0.000906682
Oman,OMN,2022,,0.14812993,,0.60425377,0.29145098,,,,0.017505318,,,3.0977883,0.5951973,0.000249449,0.8611192,,0.00000599,,,,0.001129255,0.021148268,,0.061377574,0.17909215,,0.003445013,0.2578295,,0.001023738
Palestine,PSE,2022,,,,5.308465,0.3064318,,,,,,,,1.8075284,,0.9444101,,1.4411656,,,,,0.03791939,,0.18355398,5.233245,,0.14879698,7.286625,0.108924836,0.013551287
Papua New Guinea,PNG,2022,0.5085849,1.1482013,,0.06906612,,,,,0.007887508,,,6.0742393,0.116009854,,1.7240689,,,,,,,0.009947174,,1.3136942,0.17280261,,,2.0251672,0.4037891,
Peru,PER,2019,0.027554072,0.60877967,,0.80446136,0.53824145,,,,0.29985538,,,2.53164,0.26471835,,0.97070664,,,,,,,0.004052048,,0.7528421,1.6847351,,0.23210803,1.6235887,0.48884898,0.006576735
Peru,PER,2020,0.01847164,0.4080528,,0.49588293,0.32851756,,,,0.16985431,,,1.2624731,0.14232011,,0.5366564,,,,,,,0.002095316,,0.41529855,1.0340891,,0.15154931,1.6221194,0.27996802,0.005712115
Peru,PER,2021,0.017539347,0.406127,,0.5825175,0.4020445,,,,0.19867256,,,1.3409747,0.18734185,,0.665853,,,,,,,0.001920033,,0.50650364,1.0728182,,0.18135764,1.4294809,0.3395991,0.005324262
Peru,PER,2022,0.014165185,0.43932822,,0.7948932,0.49688053,,,,0.20397924,,,1.9019006,0.1989533,,0.7643101,,,,,,,0.000920631,,0.5479659,1.2172071,,0.19121173,1.6930722,0.359877,0.006592309
Poland,POL,2016,,0.010582882,,2.9502206,0.114002615,,0.005576207,,2.5289824,0.003578727,,3.5121787,2.5494223,,2.3081734,0.07464846,0.007606468,,,,,0.30837122,,0.49692214,1.483687,,0.8033356,3.361813,0.18746242,0.026974088
Poland,POL,2017,,0.00316656,,2.9787605,0.23286562,,0.003701382,,4.2990785,0.005552144,,3.476572,3.908906,0.0000144,2.4046736,0.075222,0.004325935,,,,0.015080903,0.30337438,,0.4193915,1.5389355,,0.78673744,3.6657653,0.22550578,0.04262478
Poland,POL,2018,,0.006753183,,3.0310986,0.109356456,,0.002083308,,2.8634465,0.005531307,,3.4100034,2.8187826,,2.2905498,0.07485321,0.027286097,,,,0.012980135,0.34610856,,0.47414833,1.5310668,0.015263174,0.7786157,5.207999,0.24114865,0.055180397
Poland,POL,2019,,0.012391598,,2.916329,0.050987557,,0.00185642,,4.302152,0.005088624,,3.1609156,3.500833,,2.164092,0.08133948,0.048381098,,,,0.003403195,0.3379048,,0.46017456,1.4051313,,0.7560779,3.1626403,0.24176127,0.060676586
Poland,POL,2020,,0.010331979,,2.1753445,0.020066366,,0.001983724,,4.257902,0.004461316,,2.0950341,2.320357,,1.7614515,0.07392887,0.05463551,,,,,0.17869113,,0.36182567,1.2000018,0.013894108,0.6802981,2.1303375,0.19234501,0.059477326
Poland,POL,2021,,0.015404883,,2.647011,0.014896562,,0.001385079,,4.40995,,,2.2338061,2.1055775,7.15e-7,1.7143086,0.054766662,0.101326555,,,,,0.34650528,,0.19938336,1.3196254,,0.74910015,2.939091,0.21967797,0.05723536
Poland,POL,2022,,0.019604258,,3.4550948,0.0394785,,,,3.9844787,0.007639641,,3.3496192,2.827623,,1.9443736,0.0808299,0.14600013,,,,,0.26402918,,0.4765333,1.3881965,0.007913544,0.84549093,3.8041425,0.22199653,0.083497226
Portugal,PRT,2016,,0.43921435,,6.423092,0.21645735,,0.012532276,,0.93518776,,,1.803224,1.1818943,0.021999793,0.81516206,5.86e-7,0.160062,,,,,,,0.4504384,1.9593799,,0.04508132,3.1014276,0.14813562,0.2083099
Portugal,PRT,2017,,0.7815259,,6.127549,0.233536,,0.014004317,,0.92730576,,,1.8081231,1.1876488,0.01856458,0.83546597,0.00000149,0.24137707,,,,,,,0.43937513,1.7840532,,0.041334994,2.4573934,0.21167637,0.1963945
Portugal,PRT,2018,,0.8393237,,6.4796767,0.18705823,,0.006847439,,1.0159507,,,1.9720759,1.2051386,0.014489162,0.8651394,7.36e-7,0.25209934,,,,,,,0.3808985,1.7508935,,0.05251902,2.687738,0.2180504,0.22431122
Portugal,PRT,2019,,0.39914972,,6.7527404,0.15495622,,0.004072625,,1.0333071,,,1.9956716,1.354416,0.011154379,0.8731234,7.53e-7,0.16253124,,,,,,,0.4093513,1.5785636,,0.04702652,3.1428127,0.1533624,0.26656505
Portugal,PRT,2020,2.33e-7,0.31626084,,5.1704373,0.10239189,,0.004528975,,1.020894,,,1.2594907,1.1447582,0.010459974,0.82386804,7.63e-7,0.13282932,,,,,,,0.38503078,1.2382072,,0.050937258,2.0317464,0.12693602,0.2616258
Portugal,PRT,2021,0.00000127,0.28297195,,5.119478,0.08138273,,0.005726077,,1.0434217,,,1.2875117,1.25988,0.009705683,0.95587844,5.18e-7,0.14125359,,,,,,,0.42397818,1.2092068,,0.05569675,1.9129671,0.15779085,0.2758536
Portugal,PRT,2022,0.00000443,0.2950281,,6.3586283,0.077406175,,0.007558705,,0.97716326,,,1.7594801,1.4935337,0.008332564,0.9231243,6.14e-7,0.16974899,,,,,,,0.3379774,1.2844986,,0.053252287,2.7377264,0.16273518,0.28608754
Qatar,QAT,2021,,0.058088414,,1.1091447,0.006858704,,,,0.08735255,,,0.46350628,0.12010641,,0.33936462,0.00000994,0.045982756,,,,,0.007426558,,0.018774478,0.10181228,,0.002554918,0.49295655,0.09127732,0.000998261
Qatar,QAT,2022,,0.055156678,,2.2662096,0.03337905,,,,0.1948947,,,0.6229883,0.4867999,,0.5890949,0.004073064,0.3295547,,,,,0.004074359,,0.104118675,0.3042206,,0.057503145,0.99656785,0.16611302,0.010789024
Romania,ROU,2016,0.006578834,0.034673113,,6.2949815,0.23810944,,,,0.10123572,,,3.1822035,0.3751624,,0.9274516,,0.55722827,,0.005138244,,0.007124591,0.6180153,,0.80510694,1.0838935,,0.013704059,2.653612,0.22864158,0.030301109
Romania,ROU,2017,0.007305434,0.43660006,,6.3544106,0.21290736,,,,0.09586957,,,3.3174913,3.3049705,,0.8414752,,0.6359645,,0.004393553,,0.006745751,0.5935745,,0.8707523,3.183937,,0.1483228,2.7059908,0.24111503,0.03122482
Romania,ROU,2018,0.008075902,0.43731818,,6.633533,0.19112846,,,,0.101881154,0.023716632,0.0000978,2.5906618,0.4464696,,0.92321557,,0.70651424,,0.000397542,,,0.5372126,,0.8282346,2.571368,0.030650934,0.14787711,2.8205087,,0.03997638
Romania,ROU,2019,0.006432464,0.39204538,,7.206846,0.15328588,,,,0.12468397,,,3.1451967,3.5354857,,0.90235347,,0.84108746,,,,0.0000663,0.55709296,,0.8493305,3.2290165,,0.19856049,2.9164493,0.23113936,0.05271495
Romania,ROU,2020,0.003920325,0.35278273,,6.806133,0.099084295,,,,0.061289236,,,2.7834363,2.9088657,,1.0436444,,0.796468,,,,5.28e-7,0.47614604,,0.7373122,3.0543048,,0.18414092,4.4810557,0.170165,0.058991224
Romania,ROU,2021,0.003424656,0.3278834,,7.1475215,0.09227037,,,,0.04222809,,,2.7085955,2.788553,,1.0383278,,0.95369285,,,,,0.31505147,,0.73838264,3.2414713,,0.19941957,4.4901915,0.1308694,0.06485808
Romania,ROU,2022,0.002761719,0.33449647,,7.0533047,0.13699265,0.000124728,,,0.01719207,,,3.4818723,2.5970643,,0.974324,,1.4248626,,,,,0.3639726,,0.96052635,3.2918677,,0.23605637,4.4619355,0.17066218,0.06491371
Russia,RUS,2016,0.13467118,0.000006323,,1.584379,0.07002874,,,0.15432608,0.6565281,,,2.5570676,0.061332967,0.000415591,1.2966359,,0.2951521,,0.003173704,,0.064847976,0.000593393,,0.4251766,2.5476034,,0.06341637,2.7639952,0.642599,0.23988305
Russia,RUS,2017,0.13568403,1.88e-7,,1.5464505,0.06797056,,,0.12873246,0.6674188,,,2.4863048,0.07169643,0.00044967,1.3419057,,0.31860182,,0.002688492,,0.057704464,0.000176114,0.13170867,0.38700512,2.706678,,0.063705005,2.6032276,1.1830035,0.2381559
Russia,RUS,2018,0.13492803,6.58e-7,,1.5865172,0.050666284,,,0.11829259,0.645388,,,2.3702781,0.07861304,0.000193104,1.2645748,,0.34724864,,0.001452489,,0.050928086,0.000027065,0.14071731,0.37094665,2.686624,,0.058312416,2.4600012,0.57028085,0.22962447
Russia,RUS,2019,0.134011,6.02e-7,,1.8835573,0.05472392,,,0.13636483,0.77039844,,,2.4333587,0.092358544,0.00000931,1.0631343,,0.398949,,0.001849888,,0.0346788,0.0000727,0.17370537,0.41297543,2.6803732,,0.060765903,2.5785668,0.57499367,0.25858402
Russia,RUS,2020,0.111191735,3.76e-7,,2.4204123,0.04696833,,,0.094599135,0.7459893,,,2.5059443,0.08598629,0.00000775,0.84960735,,0.5432225,,0.002267924,,0.006415544,0.000012,0.1659945,0.4068299,3.5827556,,0.058838055,4.9180427,0.5366024,0.25900725
Russia,RUS,2021,0.10490743,1.42e-7,,2.2978861,0.03780892,,,0.008064913,0.81631774,,,1.9238529,0.075230435,1.26e-7,0.797061,,0.46970823,,0.000296711,,0.00836167,1.79e-7,0.1883129,0.3476617,3.2285664,,0.05217948,3.1002097,0.49862182,0.20330775
Russia,RUS,2022,0.103210054,1.42e-7,,1.7849407,0.011033729,,,0.004292082,0.83441275,,,2.314684,0.08220197,0.00000287,0.86585134,,0.59971976,,0.000141427,,0.007995023,9.47e-8,0.20096585,0.23903984,2.7801707,,0.05242641,2.9544551,0.51339704,0.22068824
Rwanda,RWA,2022,0.000823805,0.5421968,,0.07642896,,,,,0.17556942,,,3.0369492,,,1.3320286,,,,,,0.00170031,0.5415892,,0.6624171,0.85369164,,,0.41671374,0.89817923,0.00000199
Saudi Arabia,SAU,2022,,0.017015468,,,0.07394704,,0.001580656,,0.082089014,,,5.56005,0.92031467,,0.01339252,,0.031615667,,,,,0.04143814,,0.25608727,0.9061089,,0.024031473,1.7310022,,0.014934472
Slovenia,SVN,2016,,0.17083804,,3.01549,0.033453833,,0.011338949,,0.36614877,,,2.153447,0.26479658,,0.49305552,,0.061669987,,,,,1.6555068,,0.7689158,1.2709578,,0.23853153,1.4277081,0.11361496,0.004743967
Slovenia,SVN,2017,,0.1455139,,3.053138,0.039247952,,0.008741201,,0.39552948,,,2.2598214,0.30419442,0.0000975,0.48161027,,0.060433,,,,,1.56616,,0.7069575,1.2303954,,0.23298366,1.5211006,0.112120554,0.006235094
Slovenia,SVN,2018,,0.16893993,,3.002686,0.053870838,,0.006929788,,0.35590827,,,2.3196652,0.22004808,,0.52169985,,0.07524501,,,,,1.5129051,,0.72195685,1.2232616,,0.24036062,1.6096534,0.11256447,0.009841773
Slovenia,SVN,2019,,0.1889437,,3.0273736,0.05671325,,0.008672532,,0.48436907,,,2.2296162,0.30148384,,0.5540808,,0.06955833,,,,,1.427521,,0.6563861,1.0997024,,0.23886316,1.572702,0.11217628,0.016052073
Slovenia,SVN,2020,,0.16212988,,2.5747375,0.038508836,,0.00493355,,0.4419508,,,1.4079913,0.3521714,,0.5386429,,0.05050722,,,,,0.7273459,,0.5632181,0.92154914,,0.20488244,1.1950655,0.10380603,0.04333654
Slovenia,SVN,2021,,0.14923403,,2.6263652,0.034441274,,0.006673478,,0.4988449,,,1.3673117,0.42543373,,0.55403566,,0.04871348,,,,,0.58149856,,0.5672101,0.92864305,,0.20344256,1.1254544,0.10937653,0.056044932
Slovenia,SVN,2022,,0.13944215,,3.0216372,0.04929713,,0.009764242,,0.5542245,,,1.9779053,0.42160332,,0.6048467,,0.06697973,,,,,1.3221705,,0.5705115,0.9651846,,0.23906079,1.3993511,0.11096108,0.07015779
South Africa,ZAF,2018,,0.7549279,,1.26344,0.016598944,,,,0.021768872,,,6.355342,,,0.5026652,,,,,,,0.34402344,,7.358257,0.6476488,,0.006644141,1.5700387,0.84962016,0.014835611
South Africa,ZAF,2019,,1.2264667,,2.0333002,0.02221577,,,,0.0685886,,,9.307319,,,0.69830495,,,,,,,0.36234277,,23.700039,0.9159733,,0.010002936,2.3961127,2.4549677,0.03359167
South Africa,ZAF,2020,,2.1606867,,2.6488068,0.01314012,,,,0.139591,,,10.206555,,,0.79740596,,,,,,,0.35460445,,13.640032,1.07816,,0.011922776,3.530612,2.5886407,0.06732782
South Africa,ZAF,2021,,1.462602,,2.9594853,0.026784085,,,,0.20911817,,,10.611069,,,0.8912574,,,,,,,0.31135073,,14.272153,1.1659576,,0.012268446,4.9879155,2.246688,0.06961805
South Africa,ZAF,2022,,1.8686097,,4.030613,0.040845696,,,,0.2785474,,,14.978064,,,1.630763,,,,,,,0.42247295,,17.010265,1.3027253,,0.01761883,5.8078613,1.8510755,0.07348331
South Korea,KOR,2021,,,,2.9305782,0.7396855,,0.000039,,0.00000449,,,1.6285349,4.3174133,0.00073919,1.7242777,,1.1823384,,,,,,0.00000523,5.29e-8,1.5598449,0.5128154,0.01818855,3.0878263,0.034489322,0.031518657
Spain,ESP,2016,,0.23952979,,8.525509,0.06860906,,0.006159572,,0.13435942,,,6.2331734,1.6999242,0.00398186,1.4896996,0.00366603,0.53021175,,,,0.015783988,0.079529844,0.2542626,0.27161905,3.0939872,,0.21410574,3.0647738,0.07053713,0.39169896
Spain,ESP,2017,,0.22964352,,8.07554,0.06515325,,0.004864764,,0.09264125,,,6.1249723,1.7302486,0.003250494,1.4823514,0.003370394,0.5316274,,,,0.014200544,0.08936377,0.22717965,0.44457847,3.0056574,,0.17871597,2.9962184,0.08524,0.40805522
Spain,ESP,2018,,0.22466725,,7.781143,0.06475777,,0.001376927,,0.09061002,,,5.98793,1.7750809,0.003179062,1.4895374,0.003086022,0.5690232,,,,0.013140625,0.087765664,0.20790096,0.45705944,2.867107,,0.21033065,2.9347863,0.09470786,0.42252705
Spain,ESP,2019,,0.21778779,,7.281251,0.06630259,,0.002864819,,0.08917354,,,5.8478665,1.7630184,0.002751998,1.5175064,0.00284314,0.58895063,,,,0.002187997,0.10518735,0.18401682,0.45384297,2.4563136,,0.17644677,2.7428973,0.103235334,0.4407742
Spain,ESP,2020,,0.17909263,,5.7253504,0.06421342,,0.003163119,,0.06413378,,,4.128074,1.4009053,0.002033189,1.477802,0.002418169,0.50350535,,,,0.0000847,0.054940436,0.16255865,0.44322702,1.9077605,,0.18128242,1.9969825,0.08101552,0.43318337
Spain,ESP,2021,,0.1669654,,5.741732,0.07339422,,0.003528969,,0.07447773,,,4.1024113,1.4197849,0.001923875,1.6759403,0.002459158,0.5178815,,,,0.0000133,0.040424295,0.15073591,0.47512475,1.8280462,,0.19363594,1.954392,0.10635829,0.46181348
Spain,ESP,2022,,0.16937058,,6.5664988,0.08143575,,0.003352747,,0.08897367,,,5.1124334,1.6429793,0.001646582,1.5294843,0.002123892,0.66657037,,,,0.00000288,0.09894064,0.13305858,0.505267,2.1004908,,0.20537254,2.7695103,0.114551455,0.4950568
Sudan,SDN,2021,,,,4.2855825,,,,,0.018243393,,,,0.5400771,,1.0885224,,0.27805167,,,,,,,,,,0.00759144,0.28437576,,
Sweden,SWE,2016,,1.6527464,,0.20264216,0.111019574,,0.0000534,,0.40996286,,,1.213756,0.00000275,0.010282706,2.555399,0.12548916,0.039114602,,,,,3.314316,,0.30174547,0.8035651,,0.3383459,0.24140613,0.17556348,0.007683969
Sweden,SWE,2017,,1.6029952,,0.22243172,0.081787914,,0.000266908,,0.42161798,,,1.2024474,,0.008423131,2.506465,0.11424598,0.002685168,0.00000191,,,,3.2598615,,0.19111364,0.7631641,,0.33284128,0.2439357,0.16349241,0.007152347
Sweden,SWE,2018,,1.6141175,,0.23901151,0.071406096,,0.00000584,,0.4244658,,,1.1901847,,0.007194648,2.3072903,0.107159376,0.000791653,0.00000411,,,,3.0511916,,0.20230566,0.7383898,,0.3178868,0.21708845,0.15381536,0.007003781
Sweden,SWE,2019,,1.5867375,,0.2488625,0.062327772,,0.00001272,,0.42718092,,,1.2036593,0.0000016,0.006081804,2.2785478,0.10284588,0.000863852,0.0000115,,,,2.862909,,0.218484,0.68521446,,0.30132452,0.25452387,0.15799308,0.007660932
Sweden,SWE,2020,,1.486807,,0.21892536,0.05321476,,0.00000616,,0.4219164,,,1.086867,0.00000462,0.004175173,2.0418353,0.09707738,0.001454083,0.0000103,,,,2.101809,,0.20811391,0.6154964,,0.2670138,0.27207226,0.1484697,0.007776528
Sweden,SWE,2021,,1.4598863,,0.21869689,0.0542132,,0.00000937,,0.42151624,,,1.0567634,0.00000209,0.002913936,1.9370886,0.09694567,0.001408225,0.00000916,,,,2.0099177,,0.2073993,0.60758704,,0.25232643,0.242761,0.1477811,0.009586874
Switzerland,CHE,2016,,0.007857053,,2.8053844,,,,,0.39145216,,,0.97383195,0.6655737,0.00602073,1.4194714,,0.13331965,,,,,0.115911715,,0.5006257,1.6020052,,0.19634812,1.3604307,0.20876445,0.11239481
Switzerland,CHE,2017,0.0000327,0.006909863,,2.6737046,,,,,0.38522422,,,0.97868633,0.62518847,0.005942452,1.3402994,,0.10374766,,,,,0.09925132,,0.52278894,1.4506453,,0.19038074,1.263934,0.21003625,0.12278965
Switzerland,CHE,2018,0.0000106,0.007221903,,2.7017503,,,,,0.43921065,,,1.0504768,0.6112614,0.005106558,1.4235842,,0.0947754,,,,,0.111372076,,0.53526473,1.3723403,,0.19877994,1.2279766,0.20820986,0.12512884
Switzerland,CHE,2019,,0.007055389,,2.73364,,,,,0.48408836,,,1.0915282,0.6094787,0.004564725,1.3409277,,0.09210375,,,,,0.099422395,,0.5679246,1.2166278,,0.20506059,1.2083067,0.1882125,0.12976497
Switzerland,CHE,2020,,0.007455535,,2.1638887,,,,,0.48923537,,,0.8178361,0.44163704,0.003846381,1.3701559,,0.060129516,,,,,0.04684986,,0.5618022,0.9912652,,0.17861474,0.92694676,0.17965908,0.12182131
Switzerland,CHE,2021,,0.003635144,,2.142935,,,,,0.50695175,,,0.8480885,0.39819226,0.003666036,1.29952,,0.05153855,,,,,0.038552903,,0.54405516,0.9299507,,0.17710109,0.77527,0.17356998,0.1262926
Switzerland,CHE,2022,,,,2.8347738,,,,,0.538777,,,1.175435,0.5215122,0.003672101,1.242408,,0.05212895,,,,,0.05542657,,0.5999524,0.9816158,,0.19740452,0.9901769,0.16817513,0.12840992
Tajikistan,TJK,2016,0.11030159,0.000879192,,0.10275372,0.006468344,,,,1.1588798,,,7.2205696,0.003767967,,0.7717186,,0.1255898,,,,0.03217938,,0.063223355,0.7861248,4.163927,,0.000353247,0.7711035,0.29827982,0.1772995
Tajikistan,TJK,2017,0.15029606,0.000191846,,0.06742215,0.008600852,,,,0.028209077,,,3.3746529,,,0.5814305,,0.1045817,,,,0.00306954,,0.12867206,0.9295483,4.0196824,,,1.1925431,0.26732382,0.001979854
Tajikistan,TJK,2018,0.1015803,,,0.051936388,0.00802817,,,,0.95202994,,,1.8415756,,,0.7249067,,0.07265061,,,,,0.002251057,0.09693502,2.497357,5.9052124,,0.008302498,1.3743714,0.40064943,0.24037866
Tajikistan,TJK,2019,0.15486562,0.0000734,,0.16069484,0.012761127,,,,0.95203966,,,6.937136,,,0.45328265,,0.20415369,,,,,,0.05712666,0.8208339,6.1320634,,,1.3870436,0.37944916,0.08248107
Tajikistan,TJK,2020,0.24613678,,,0.1320351,0.012585873,,,,0.8880074,,,5.285229,,,0.7031708,,0.1654781,,,,,,0.047001805,1.0167023,3.880467,,0.002153149,5.1375346,0.33554327,0.23825797
Tajikistan,TJK,2021,0.115702786,0.00031612,,0.14985217,0.000325815,,,,0.55816144,,,5.0367727,0.013602299,,1.4384403,,0.09912348,,,,0.011696446,,0.024476131,0.43168724,3.155751,,,3.3526003,0.4141687,0.3190452
Tajikistan,TJK,2022,0.05856874,0.00068818,,0.1271724,0.001582815,,,,0.82660514,,,3.5639958,0.032289427,,0.16874762,,0.4617498,,,,0.003889045,0.002133359,0.7953191,0.8135174,2.7964258,,0.0000551,2.3314323,0.06763343,0.22132364
Tanzania,TZA,2017,0.23161523,0.00095131,,1.0817404,0.14834236,,,,0.008642741,,,37.665695,0.024511665,,46.30928,,0.03457342,,,,0.000350579,1.6196345,2.368111,17.902636,2.2328825,,0.000448043,3.7743506,3.725162,
Tanzania,TZA,2018,0.17405275,0.001180518,,1.0205042,0.46338442,,,,0.009342777,,,10.395764,0.08064727,,1.0211592,,0.096788466,,,,0.000761095,0.35199228,1.8615643,11.964382,1.4053316,,0.000552201,11.602245,6.381265,
Tanzania,TZA,2019,0.14052258,0.000858558,,0.85885257,0.2595041,,,,0.018931758,,,0.7229034,0.049211815,,11.761652,,0.14357583,,,,4.58e-7,0.2636392,2.2393444,4.655394,6.830786,,0.000622692,10.275963,7.275688,
Tanzania,TZA,2020,0.13883904,0.047242995,,4.298131,0.38090423,,,,0.062383033,,,4.634252,0.007090243,,3.0729318,,0.079148516,,,,,0.99811137,0.24043776,3.2489347,2.5844526,,0.000872696,3.3710938,2.515894,
Tanzania,TZA,2021,0.17392324,0.08279912,,7.760221,0.36033076,,,,0.079707906,,,4.1433825,0.03453367,,2.9656675,,0.11888343,,,,,1.0092723,0.20915829,4.0443263,2.6751385,,0.000276608,7.887173,2.6956394,
Tanzania,TZA,2022,0.14931414,0.07066606,,4.1965103,0.6524374,,,,0.14040354,,,4.4276066,0.022381846,,4.8270984,,0.052033197,,,,,0.49995336,0.8183989,1.7045726,4.3316135,,0.003593473,8.240056,2.1199884,
Tunisia,TUN,2016,0.008123756,0.61215913,,6.92755,0.051268283,,,,,,,12.660373,0.4656865,0.19319901,2.5496294,,0.93538976,0.29852846,,,0.001575516,0.100862406,,,2.4738648,,,2.5734806,0.46009243,0.000855749
Tunisia,TUN,2017,0.006568199,0.71516275,,6.9832506,1.9978213,,,,0.09534978,,,10.696201,0.53172386,0.15721385,3.7489219,,1.1422755,0.31905627,,,0.001039159,0.11037318,,,2.6453485,,,3.0894847,0.41087037,0.000603084
Tunisia,TUN,2018,0.009183664,0.7240112,,8.355626,0.06793145,,,,,,,14.474836,0.49308848,0.18395017,2.2248647,,1.0945268,0.042538732,,,0.000803571,0.06931572,0.8551365,0.40554774,2.910416,,,3.386949,0.51255125,0.000410969
Tunisia,TUN,2019,0.002421555,0.34665284,,7.815611,0.041417126,,,,,,,10.174718,0.4466783,0.1106716,2.3160777,,0.68292445,0.20711325,,,,0.11445653,0.82524145,0.26303095,2.210426,,,2.431867,0.6225711,0.00088563
Tunisia,TUN,2020,0.007434058,0.48856497,,7.42107,0.051511604,,,,,,,9.617428,0.3885626,0.13076253,1.6802256,,0.7115392,0.24355868,,,,0.23209214,1.0360382,0.17860438,1.6263286,,,3.749883,0.5712499,0.000824505
Tunisia,TUN,2021,,0.36355093,,6.040915,0.00586766,,,,,,,5.428507,0.17915536,0.092847325,1.8219632,,0.84626365,0.17975971,,,,0.024706906,0.8903132,0.18198603,1.8392949,,,3.9409964,0.42489845,0.000798709
Tunisia,TUN,2022,,0.29265004,,8.8990555,0.009982187,,,,,,,6.2395062,0.5420056,0.11084777,2.475254,,1.0173078,0.18148181,,,,0.032679163,0.5863916,0.15082204,2.3454006,,,4.0542116,0.49271777,0.000447895
Uganda,UGA,2021,0.0741714,0.14761035,,0.20479849,0.19775748,,,,0.124828,,,3.250119,0.093184836,,1.3185033,,0.676704,,,,,0.4342347,0.08937911,4.2075434,3.185965,,0.002257145,1.4835495,2.0035539,0.005077486
Uganda,UGA,2022,0.041663524,0.035261594,,2.8834856,0.37245455,,,,0.13387084,,,3.1578486,0.124236576,,1.1954325,,0.71035933,,,,0.010780698,0.42198652,0.04508996,1.0873876,3.1571996,,0.003696865,1.4804007,2.1644375,0.009032235
Ukraine,UKR,2016,0.24033356,,,0.71783584,0.040492177,,,0.25962162,0.73355466,,,0.82157433,0.25113925,,0.72648925,,0.22365542,,0.002936632,,0.032758888,,0.202053,0.30953202,0.5815425,,0.097322725,1.8482602,0.057732,0.06600549
Ukraine,UKR,2017,0.2256658,,,1.122717,0.03353098,,,0.2145113,0.6920203,,,0.98625755,0.31849277,,0.76018727,,0.32917324,,0.00298833,,0.03670775,,0.22570279,0.28465962,1.5974048,,0.10598903,2.1751823,0.24824397,0.23262237
Ukraine,UKR,2018,0.23209806,,,1.0689478,0.035213448,,,0.1912538,0.7134954,,,1.0732841,0.37214935,,0.80430293,,0.45572707,,0.002435832,,0.03754144,,0.17255108,0.3337092,1.6164558,,0.11405925,2.6490831,0.081728235,0.26171574
Ukraine,UKR,2019,0.12767975,,,1.5454625,0.017431647,,,0.19117974,0.48075408,,,1.5602905,0.2955676,,1.1439681,,0.71681863,,0.000229426,,0.056748647,,,0.16015485,3.702492,,0.1258122,3.351623,0.18676642,0.16065088
Ukraine,UKR,2020,0.001405624,,,0.607895,0.026049294,,,0.20501502,0.19636518,,,0.84339404,0.7389038,,0.9282661,,1.1848195,,0.000516154,,0.047300614,,0.10031877,0.116587475,2.7247667,,0.025518546,4.0002522,0.040877543,0.14225267
Ukraine,UKR,2021,0.22608526,,,1.1643003,0.004016546,,,0.017182201,0.72786033,,,0.71991456,0.31052268,,0.8065448,,0.78438675,,0.002580998,,,,0.16190475,0.25565976,2.105023,,0.10316952,2.6832857,0.07315291,0.38404894
