Entity,Year,World population
"UN, medium variant projection (2019 revision)",2094,10844497000
"UN, medium variant projection (2019 revision)",2095,10851461000
"UN, medium variant projection (2019 revision)",2096,10857694000
"UN, medium variant projection (2019 revision)",2097,10863179000
"UN, medium variant projection (2019 revision)",2098,10867894000
"UN, medium variant projection (2019 revision)",2099,10871811000
"UN, medium variant projection (2019 revision)",2100,10874902000
"UN, medium variant projection (2022 revision)",2022,7975105024
"UN, medium variant projection (2022 revision)",2023,8045311488
"UN, medium variant projection (2022 revision)",2024,8118835712
"UN, medium variant projection (2022 revision)",2025,8191988224
"UN, medium variant projection (2022 revision)",2026,8264364544
"UN, medium variant projection (2022 revision)",2027,8335977472
"UN, medium variant projection (2022 revision)",2028,8406829056
"UN, medium variant projection (2022 revision)",2029,8476889600
"UN, medium variant projection (2022 revision)",2030,8546141184
"UN, medium variant projection (2022 revision)",2031,8614533120
"UN, medium variant projection (2022 revision)",2032,8682091520
"UN, medium variant projection (2022 revision)",2033,8748798976
"UN, medium variant projection (2022 revision)",2034,8814575616
"UN, medium variant projection (2022 revision)",2035,8879397888
"UN, medium variant projection (2022 revision)",2036,8943206400
"UN, medium variant projection (2022 revision)",2037,9006026752
"UN, medium variant projection (2022 revision)",2038,9067888640
"UN, medium variant projection (2022 revision)",2039,9128660992
"UN, medium variant projection (2022 revision)",2040,9188250624
"UN, medium variant projection (2022 revision)",2041,9246672896
"UN, medium variant projection (2022 revision)",2042,9303897088
"UN, medium variant projection (2022 revision)",2043,9359836160
"UN, medium variant projection (2022 revision)",2044,9414408192
"UN, medium variant projection (2022 revision)",2045,9467543552
"UN, medium variant projection (2022 revision)",2046,9519191040
"UN, medium variant projection (2022 revision)",2047,9569298432
"UN, medium variant projection (2022 revision)",2048,9617774592
"UN, medium variant projection (2022 revision)",2049,9664516096
"UN, medium variant projection (2022 revision)",2050,9709492224
"UN, medium variant projection (2022 revision)",2051,9752656896
"UN, medium variant projection (2022 revision)",2052,9794102272
"UN, medium variant projection (2022 revision)",2053,9833861120
"UN, medium variant projection (2022 revision)",2054,9871900672
"UN, medium variant projection (2022 revision)",2055,9908304896
"UN, medium variant projection (2022 revision)",2056,9943122944
"UN, medium variant projection (2022 revision)",2057,9976439808
"UN, medium variant projection (2022 revision)",2058,10008309760
"UN, medium variant projection (2022 revision)",2059,10038706176
"UN, medium variant projection (2022 revision)",2060,10067733504
"UN, medium variant projection (2022 revision)",2061,10095572992
"UN, medium variant projection (2022 revision)",2062,10122307584
"UN, medium variant projection (2022 revision)",2063,10147949568
"UN, medium variant projection (2022 revision)",2064,10172513280
"UN, medium variant projection (2022 revision)",2065,10195964928
"UN, medium variant projection (2022 revision)",2066,10218272768
"UN, medium variant projection (2022 revision)",2067,10239584256
"UN, medium variant projection (2022 revision)",2068,10259872768
"UN, medium variant projection (2022 revision)",2069,10279074816
"UN, medium variant projection (2022 revision)",2070,10297166848
"UN, medium variant projection (2022 revision)",2071,10314142720
"UN, medium variant projection (2022 revision)",2072,10330059776
"UN, medium variant projection (2022 revision)",2073,10344891392
"UN, medium variant projection (2022 revision)",2074,10358552576
"UN, medium variant projection (2022 revision)",2075,10370994176
"UN, medium variant projection (2022 revision)",2076,10382180352
"UN, medium variant projection (2022 revision)",2077,10392082432
"UN, medium variant projection (2022 revision)",2078,10400749568
"UN, medium variant projection (2022 revision)",2079,10408266752
"UN, medium variant projection (2022 revision)",2080,10414637056
"UN, medium variant projection (2022 revision)",2081,10419851264
"UN, medium variant projection (2022 revision)",2082,10424023040
"UN, medium variant projection (2022 revision)",2083,10427226112
"UN, medium variant projection (2022 revision)",2084,10429447168
"UN, medium variant projection (2022 revision)",2085,10430679040
"UN, medium variant projection (2022 revision)",2086,10430925824
"UN, medium variant projection (2022 revision)",2087,10430267392
"UN, medium variant projection (2022 revision)",2088,10428830720
"UN, medium variant projection (2022 revision)",2089,10426601472
"UN, medium variant projection (2022 revision)",2090,10423540736
"UN, medium variant projection (2022 revision)",2091,10419647488
"UN, medium variant projection (2022 revision)",2092,10414959616
"UN, medium variant projection (2022 revision)",2093,10409491456
"UN, medium variant projection (2022 revision)",2094,10403271680
"UN, medium variant projection (2022 revision)",2095,10396305408
"UN, medium variant projection (2022 revision)",2096,10388516864
"UN, medium variant projection (2022 revision)",2097,10379888640
"UN, medium variant projection (2022 revision)",2098,10370445312
"UN, medium variant projection (2022 revision)",2099,10360269824
"UN, medium variant projection (2022 revision)",2100,10349323264
